Name	Mean	LogFC	pValue	p.Adj	diffexpressed
lncRNA:CR44848	39.98315807999347	-2.08358960788765	3.496466832665049e-5	0.0018213413591973394	DOWN
lncRNA:CR44943	173.91151682669528	0.7940250371468515	2.5261280828390003e-4	0.009682082886065198	NO
lncRNA:CR44951	27.132760920309707	2.2451091812466433	8.50268863750243e-5	0.0038212083053246215	UP
lncRNA:CR45035	100.61917978217795	1.5541163412561012	9.443748449263552e-8	1.040628434890003e-5	UP
lncRNA:CR45188	258.2811521629792	-0.8125540777408894	6.854081090457009e-6	4.488443959807847e-4	NO
lncRNA:CR45248	166.47916344685805	-1.738766785406647	3.213588346115341e-13	8.183938321440402e-11	DOWN
lncRNA:CR45316	59.62577834122277	-1.6687373139633264	2.5474294845326235e-5	0.0014171622278031004	DOWN
lncRNA:CR45317	12.299917906034102	7.475195204166952	4.173487832056873e-6	2.8812150936970946e-4	UP
lncRNA:CR45560	225.5188376805019	1.5671638444707185	1.773480069665383e-15	5.806880456675797e-13	UP
lncRNA:CR45573	18.900284172293564	4.679700380729198	1.0170062307920214e-6	8.207670003434201e-5	UP
lncRNA:CR45741	14.353467083622316	6.26172131467606	4.740277579453209e-5	0.0023516701757806827	UP
lncRNA:CR45958	261.27628638482696	-0.7381888660858213	4.012612961036688e-5	0.0020347143598885152	NO
lncRNA:CR45979	159.90024593536123	0.8621409921309795	1.4673259415207642e-4	0.006027080749042279	NO
lncRNA:CR45982	200.5438742323032	1.7841451576671465	1.0174123705764225e-17	3.886515255601934e-15	UP
lncRNA:CR46007	241.29831344093984	-0.9840445577709951	7.556265872376405e-7	6.414430140550636e-5	NO
lncRNA:CR46088	60.415847915073485	8.332871316477844	4.139305880957558e-9	5.856351283428841e-7	UP
lncRNA:CR46110	15.014050947831796	3.2401702245683954	1.23667854952843e-4	0.005307991077751238	UP
lncRNA:CR46111	126.6608238205119	1.5738890068706644	7.232615514199335e-10	1.1200780242260052e-7	UP
mAChR-B	52.88459254161562	-1.6841346497464211	5.137868667164161e-5	0.0025055308479021822	DOWN
mus308	492.6502728410276	-0.7611481578835122	1.6547685549405454e-8	2.039101896733188e-6	NO
mv	722.7065731630992	-0.6868141976053654	1.6312674120572835e-9	2.3856761699578366e-7	NO
ncm	1007.9684430333521	-0.6446799299817298	8.046997730260402e-11	1.4409155310747533e-8	NO
pbl	351.27692550319733	-0.584291767556128	2.1864225204956854e-4	0.00852258574315665	NO
phyl	159.17889180778852	-2.81165875910201	1.7819850137618017e-24	1.0210774128855125e-21	DOWN
pip	75.49128517636817	2.3406987848130236	2.1009522139476473e-11	4.377620431243643e-9	UP
rgr	157.65332262580648	1.7430368915421386	5.418124764794665e-14	1.5522927451136714e-11	UP
sca	20.055837380678994	5.181365000773394	4.620642551171771e-7	4.1048498942967824e-5	UP
scaRNA:PsiU1-6	22.881771471719023	-2.944408281577641	1.058232858603334e-4	0.004646493700993949	DOWN
shn	1098.372524431796	-0.5109493782178121	4.6002908071562894e-7	4.1048498942967824e-5	NO
side-II	95.77796927493186	-1.316358086733924	1.3480251660633047e-5	8.088150996379828e-4	DOWN
snoRNA:Psi28S-1175b	66.49176325180825	1.5155619261285656	1.3221221956082507e-5	8.026047323822658e-4	UP
snoRNA:Psi28S-2648	11.297782279224084	-6.529133387440257	6.167307499920272e-5	0.0029652392282690713	DOWN
timeout	270.56351389057807	-0.7200842598152627	5.6197141504419826e-5	0.0027288950916976745	NO
tum	327.94001732825086	-0.8309230172471131	8.192278800232119e-7	6.705965360761436e-5	NO
tup	99.04143011742133	1.8392930749074325	6.342740210829067e-10	9.957233262479605e-8	UP
twi	614.4584746766232	-0.5380485121645388	1.0546866946223008e-5	6.677740066503629e-4	NO
twz	356.6336647326225	-0.7390804356595507	2.708223765637872e-6	2.0153405424811697e-4	NO
vir-1	728.77748272238	0.5028624697075571	1.508875573551343e-4	0.006153634901387327	NO
yl	46.80188729457577	1.5520318797331234	2.3031793046334733e-4	0.008917038794290406	UP
