Name	Mean	LogFC	pValue	p.Adj	SYMBOL
FBgn0000711	445.4606104673094	-0.5912957447295681	1.704203052964708e-9	2.501109562477196e-8	flw
FBgn0000719	239.7065537848506	-0.5415933834388402	2.0938304900391263e-5	1.4187580648659988e-4	fog
FBgn0000721	1099.7520918120752	-0.5610495207986594	5.10661136684837e-17	1.8742682219490973e-15	for
FBgn0000964	119.34467584617829	-0.8526290693429899	4.562926065774453e-6	3.5298560952621694e-5	tj
FBgn0001090	627.48728580566	-0.5232973400710363	3.2924723071543383e-10	5.377433448013631e-9	bnb
FBgn0001108	1557.0426493694285	-0.5326119802357151	4.9718784123703324e-17	1.8299005421350752e-15	DCTN1-p150
FBgn0001112	99.5268784830335	1.0973496600164476	2.1208766581644977e-6	1.755836045383929e-5	Gld
FBgn0001114	245.466730441589	1.0034138630160856	2.76984829759927e-15	8.61129542498333e-14	Glt
FBgn0001142	342.8943409929338	-0.7135027697776609	9.049690811591398e-10	1.395257464335556e-8	Gs1
FBgn0001147	234.43452611531055	1.0863267480043082	3.2474035613417446e-17	1.2086744579157316e-15	gsb-n
FBgn0001225	5549.074148850038	0.64938891596962	2.1160311215955844e-47	3.8300163300880074e-45	Hsp26
FBgn0001250	665.6322859412238	-0.5036261825886099	2.1326908322774275e-10	3.5490231696324494e-9	if
FBgn0001269	95.28887806239163	-0.6933154027599943	3.2729004129607365e-4	0.0016543547496729232	inv
FBgn0001970	221.1230306807399	-0.8580479670725125	5.295652410542586e-10	8.471120496428473e-9	Pgant35A
FBgn0002023	914.3483849113491	0.5505529347646092	7.572515607125914e-14	1.985231125336403e-12	Lim3
FBgn0002526	1400.4930105386456	-0.6108926589593174	8.005934740718443e-22	4.282688895915498e-20	LanA
FBgn0002543	90.46333762750739	-0.6361443564768443	0.0016714888129969018	0.006966997377327464	robo2
FBgn0002734	40.47741604058381	4.916470595854509	4.6913780989675905e-18	1.907297809897193e-16	E(spl)mdelta-HLH
FBgn0002772	802.6810548368007	-0.7900907158979831	1.4458516628525588e-17	5.5213982720436e-16	Mlc1
FBgn0002773	1359.404237390316	-0.7481938163592261	4.1601551843943345e-30	3.501154805821805e-28	Mlc2
FBgn0002778	105.86175775991019	-1.110205570588171	2.451263272521695e-9	3.49014457110228e-8	mnd
FBgn0002789	688.0316643684322	-0.8422786379675076	4.162135132054997e-18	1.6994533993580477e-16	Mp20
FBgn0002873	12439.218655952698	0.5889409252250146	2.0862827312172426e-48	3.882542778531468e-46	mud
FBgn0002887	1182.5287349179034	0.7201273435678592	1.3127506274495014e-27	9.7445921575788e-26	mus201
FBgn0002905	1147.9520857363539	-0.7251537646077556	9.727851111174743e-19	4.146261184901674e-17	PolQ
FBgn0002930	1130.028359059604	0.7846257009256731	8.189990442822523e-29	6.518936368735783e-27	nec
FBgn0002931	835.3415561150754	0.7168626703841723	4.1574445303480963e-23	2.4093120429600614e-21	net
FBgn0003076	578.7958747098559	-0.5238194680671978	6.3588108447013185e-09	8.521193477792955e-8	Pgm1
FBgn0003130	31.22879781128569	4.940781325338643	4.9885043813981435e-14	1.3590331627095602e-12	Poxn
FBgn0003137	1645.624259061894	-1.0172433101833989	7.794073447550636e-46	1.2872886557810818e-43	Ppn
FBgn0003145	714.3931349001596	-0.5822542604098431	2.4728711297833767e-12	5.382874174271459e-11	prd
FBgn0003149	1700.6905246799554	-0.945546479026267	1.823144578943618e-39	2.509292637664794e-37	Prm
FBgn0003174	127.46324919094616	-0.5509409905452504	8.904163724610071e-4	0.003999480424777489	pwn
FBgn0003231	3021.0816252068157	-0.8800162680583666	1.454110275241139e-76	6.8618425238432755e-74	ref(2)P
FBgn0003248	13.17013605819399	-2.04259192448674	3.6817693216361405e-4	0.001833668226414562	Rh2
FBgn0003308	145.18946189399043	-0.6412462445791107	5.141806996236839e-5	3.1776752030531977e-4	ry
FBgn0003310	1005.5250129399677	-1.0235623756362253	4.446186208346205e-46	7.531725432163898e-44	S
FBgn0003382	66.96635808265417	-2.0577656797616006	1.8682865807026996e-15	5.891568160101377e-14	sha
FBgn0003390	101.81695018944318	-0.8865416535035847	2.094640786020623e-6	1.7395656006090817e-5	shf
FBgn0003450	33.322508282503414	3.1055788507161277	3.7906862968676686e-13	9.106606916456819e-12	snk
FBgn0003502	462.2432107810253	-0.5207692207855209	3.713782581786699e-8	4.327178946485683e-7	Btk
FBgn0003651	239.96977906303616	0.5078574137659788	2.9409407962305224e-4	0.0015079026286609972	svp
FBgn0003886	3011.6083517716156	-0.5167997024686272	5.143897173735753e-17	1.8827233616778532e-15	alphaTub85E
FBgn0003890	159.79815770191502	-0.6449122345572147	2.3181654194289158e-5	1.5532413634337862e-4	betaTub97EF
FBgn0003896	56.71060661137866	-0.7620555101906795	0.002527100697735757	0.009967337766920168	tup
FBgn0003900	2284.0498369714287	-0.9557259375836117	3.977757239594979e-67	1.4599474001880127e-64	twi
FBgn0003943	47522.57032018218	-0.5277509902567872	3.0685244714510373e-49	5.962413800188612e-47	Ubi-p63E
FBgn0003977	1276.845573882673	1.1291423207868785	2.7258305816448247e-66	9.004099868818266e-64	vir
FBgn0004108	126.83945257691336	-0.6439597737764434	9.17400216174842e-5	5.322021393607245e-4	Nrt
FBgn0004117	492.48276728537576	-0.7887698051074589	5.237280943760662e-18	2.11621385657216e-16	Tm2
FBgn0004167	1710.8517128823485	-0.5267900232127347	1.2675448344145337e-21	6.699227958847693e-20	kst
FBgn0004169	727.0927348751189	-0.8543962011415783	5.615922327134822e-22	3.041114004443951e-20	up
FBgn0004174	30676.073595847225	-0.5651032848895031	7.723523644707687e-30	6.378182369845166e-28	Mst84Dc
FBgn0004191	138.07991558896168	2.0616511562247912	3.2508730264364296e-30	2.7534477755323424e-28	snRNA:U2:34ABa
FBgn0004372	725.1449979893209	0.5594671372085133	2.8268281557702153e-13	6.955471214560867e-12	aly
FBgn0004396	803.8483633831239	-0.5231087798620216	6.05521489693432e-8	6.780301223151963e-7	CrebA
FBgn0004465	251.7484143729969	-0.5981193214360034	6.666759883242834e-7	6.19029503424368e-6	Su(P)
FBgn0004513	22.1894778953215	-1.8125892533667682	5.548515037743314e-5	3.401973512468789e-4	Mdr65
FBgn0004589	44.87729159965602	-1.2314161279164113	2.0102076569080766e-5	1.3677071972567671e-4	Eig71Eb
FBgn0004607	58.769008210040504	-0.7514450454017456	0.002331794108919139	0.00930137694708244	zfh2
FBgn0004644	224.92545169759487	-0.7138890268247372	2.255714842303252e-6	1.8523778875918502e-5	hh
FBgn0004649	112.207252764749	0.6412174282837918	4.8440749333392613e-4	0.002331685322193503	yl
FBgn0004781	13.03408257803392	-3.317404163499614	2.272126077275481e-6	1.864674872626388e-5	Ccp84Ac
FBgn0004795	575.2529478293168	-0.5726010849428907	4.023403991467339e-9	5.5491896596302657e-8	retn
FBgn0004837	121.22948849770337	0.5940518751635075	4.5980059710114973e-4	0.002225075429362442	Su(H)
FBgn0004861	59.83464417161348	-0.7357400585797473	0.0020956613338804866	0.008496463088236535	ph-p
FBgn0004880	19.087289150884704	1.769627178737486	2.879396436627553e-4	0.001479792497750286	scrt
FBgn0004885	870.3157606657147	-1.018467113038805	4.069367960659622e-36	4.5183662911088725e-34	tok
FBgn0004897	56.579238483320104	3.821170616361318	2.3706051065652056e-25	1.550633924408221e-23	fd96Ca
FBgn0004914	292.88966777088467	-0.5560155668227109	9.975437423743488e-7	8.866231850535845e-6	Hnf4
FBgn0005586	130.09584281752905	-0.6964651268606	7.495823435479437e-5	4.453341504181196e-4	Rab3
FBgn0005624	355.71975223429996	0.6666802367969906	3.073433493047094e-9	4.30183016352026e-8	Psc
FBgn0005666	5860.223670658398	-0.8226151288226144	5.01186456790928e-47	8.713390333655962e-45	bt
FBgn0005771	133.34824684376267	-0.5549381913580576	6.99404557256959e-4	0.0032414111993978845	noc
FBgn0008636	17.819939609357984	-2.053612460754192	2.2622347551750083e-5	1.520845958598671e-4	hbn
FBgn0010015	53.961789042694484	0.9508439528481278	1.771978277515332e-4	9.552488364263598e-4	CanA1
FBgn0010038	39.67246345055117	1.396925133473341	1.4791366628243909e-5	1.0401188252207918e-4	GstD2
FBgn0010039	404.4787054422784	-2.680675407028488	7.747285326757906e-103	7.311777215889445e-100	GstD3
FBgn0010041	127.7828159161132	-0.6732931831344385	4.604574449913917e-5	2.8752477413380236e-4	GstD5
FBgn0010052	89.2642424679605	-0.7998829940653327	0.0010367837945700795	0.0045715698927388535	Jhe
FBgn0010053	402.3631180319291	-0.857349968652948	3.914888622915382e-16	1.3297538142565796e-14	Jheh1
FBgn0010173	1440.95391358305	0.6407528125834568	6.503665993767532e-23	3.720040639638545e-21	RPA1
FBgn0010223	61.54237084158249	0.8790773065848463	3.9656046963473086e-4	0.0019507645142530525	Galphaf
FBgn0010263	3275.514330257632	-1.353515918005673	7.458320108049657e-99	6.569785572510675e-96	Rbp9
FBgn0010329	112.32969472508046	-0.9354079119108838	1.408316150570796e-6	1.2122528532568031e-5	Tbh
FBgn0010387	96.18382793526611	-1.0009859976723088	3.921588120086693e-7	3.81560705675298e-6	Acbp2
FBgn0010423	153.729266662914	-0.7533265263043611	2.062603445356585e-6	1.7161951715048208e-5	TpnC47D
FBgn0010424	204.62276550296448	-0.9032338138856998	1.3374730952517337e-10	2.2950690918910597e-9	TpnC73F
FBgn0010470	246.04344218840947	-0.54376077317798	8.280385217394872e-6	6.088078883534495e-5	Fkbp14
FBgn0010473	116.37659818927348	0.6850971053842988	7.087099835703935e-5	4.2333566966164596e-4	tutl
FBgn0010482	229.3568646808175	-0.5846049637802122	3.5310248286108357e-6	2.7937383868523936e-5	hlk
FBgn0010548	1963.5548250463132	-0.51731528941285	8.329436504819624e-19	3.573274173317588e-17	Aldh-III
FBgn0010549	84.78595218074723	0.6322690012797123	0.0024072946764165312	0.009560440204235535	l(2)03659
FBgn0010620	371.27315521139235	-0.6060711691195181	3.3903341815493046e-9	4.7203883604648014e-8	CG10939
FBgn0011278	69.34724839796503	0.7974543665646868	4.7913376365849123e-4	0.0023079819246152548	lbe
FBgn0011296	635.430231455026	-0.630036093127077	4.3818452706382904e-12	9.2193187198954985e-11	l(2)efl
FBgn0011653	198.57287254554282	-0.5373467336508159	1.7600193607161e-4	9.499646982492576e-4	mas
FBgn0011723	28.911443328828394	-2.4890757526537257	2.071870771423392e-9	2.991871967521014e-8	byn
FBgn0011746	2295.211043722919	-2.288766329551673	1.3593373375163923e-303	1.7960924240604092e-299	ana
FBgn0011769	311.72718338313115	0.8546891053533081	6.68816956690264e-15	2.0175978193489632e-13	Fdx1
FBgn0011802	2759.1936948155603	-0.6982738415065095	1.3953538471570002e-44	2.2761494299364748e-42	Gem3
FBgn0012037	2438.5819392103044	0.5960182860566167	3.980927026926549e-31	3.5540532977554386e-29	Ance
FBgn0012042	15.550899579930428	4.176885708256507	3.0940755616132563e-8	3.6501803924639246e-7	AttA
FBgn0012344	163.48754774845204	0.6104466580825778	3.1531586161638155e-5	2.0553865217253327e-4	Dh44
FBgn0013342	193.96076148545612	-0.5886481622223019	1.6895213187302925e-5	1.1743106356856053e-4	nSyb
FBgn0013725	389.4696185006723	-1.4861055009416544	3.41910923416112e-38	4.261951916129328e-36	phyl
FBgn0013733	8104.3379344987	-0.5390917094572405	1.3553375351545478e-36	1.5437995562066415e-34	shot
FBgn0013763	680.82894318259	-0.591149131922209	1.3099852477411491e-12	2.9537261225945054e-11	Idgf6
FBgn0013953	256.4806792069308	-0.6267438557391007	1.551613232447324e-7	1.625810122151189e-6	Esp
FBgn0014019	109.78289659966754	1.8374009550013273	2.3778450799451265e-21	1.2272838688013656e-19	Rh5
FBgn0014141	1409.2771586355502	-0.8246506047128219	2.2825576888547254e-37	2.7669206186089433e-35	cher
FBgn0014380	302.44813455289926	-0.7090755070376519	1.551786917807458e-10	2.642237183632724e-9	RhoL
FBgn0014388	149.96045183764963	-0.6637282241424605	2.26291012987587e-5	1.520845958598671e-4	sty
FBgn0014863	625.0231086610332	-1.216358885235209	6.071063817756033e-42	9.013142272360726e-40	Mlp84B
FBgn0014869	104.35960054650542	-0.6257738652165897	0.002120005780211367	0.008579367955262724	Pglym78
FBgn0015037	140.752886237478	2.13941294233092	2.315773545694703e-32	2.2172692651640658e-30	Cyp4p1
FBgn0015376	169.4004185899256	0.6931211065259332	5.387068333146916e-6	4.097831542076581e-5	cutlet
FBgn0015396	363.4054844735977	-0.7448542035489687	3.4012410009465716e-13	8.24598116431322e-12	jumu
FBgn0015522	111.23937222114603	0.5729312706602132	0.0010369329424459507	0.0045715698927388535	olf186-M
FBgn0015568	250.50212032948136	-1.0302119692759333	1.4096677159688974e-16	4.940567514879851e-15	alpha-Est1
FBgn0015576	381.12948513487805	-0.6168438081951587	9.12467973664847e-9	1.1820038564738845e-7	alpha-Est8
FBgn0015609	414.1949587469673	-0.5201660322217017	9.58323025574854e-8	1.036196574216084e-6	CadN
FBgn0015774	75.90334104187819	-0.8414565140955697	1.2162686216902647e-4	6.821119396601642e-4	NetB
FBgn0015776	464.3505886594765	-0.7058370561642711	1.332554338438258e-13	3.4188428104436314e-12	nrv1
FBgn0015872	3079.766742597267	-1.167595344214936	3.972213205968158e-12	8.43807927499313e-11	Drip
FBgn0015919	160.61321118403188	0.7069058436562531	1.2763688995917445e-5	9.067022725970816e-5	caup
FBgn0016054	188.3852765007604	0.7068397052188047	1.1282929560334234e-6	9.886031053096567e-6	phr6-4
FBgn0016061	92.40726414747182	-1.750517281048532	3.316185965444492e-17	1.2308080101521931e-15	side
FBgn0016075	328.2217975574495	-0.5892477931313012	2.9480203108564645e-8	3.501371608283303e-7	vkg
FBgn0016123	469.5286969106598	-0.5907658483295948	6.061031055680584e-10	9.590946507629648e-9	Alp4
FBgn0016650	404.83847042058	-2.4230158982190906	2.782839966146467e-85	1.4707865789077307e-82	Lgr1
FBgn0016660	108.01382878832135	0.6569063149930221	5.824464401579967e-4	0.002745581453374103	H15
FBgn0016715	38.01704518037938	-1.502369321051282	2.8916525600275392e-6	2.322638618580175e-5	Reg-2
FBgn0016970	202.3766166015566	1.0218163272610592	4.145394598356597e-14	1.141106225585119e-12	l(2)k10201
FBgn0017558	171.69329635576574	-0.7777278815744963	1.4548900830676515e-7	1.5293128613820907e-6	Pdk
FBgn0019643	181.40868502281134	-0.5629383395881327	2.237446449682068e-4	0.0011773548363062192	FBgn0019643
FBgn0019660	218.0274395886946	-0.5743693595658136	1.0326521734829857e-4	5.909239137388779e-4	lncRNA:roX2
FBgn0019928	41.60060431113736	1.0667656888968429	3.471042410967708e-4	0.0017398665924171597	Ser8
FBgn0019929	87.01835152758792	-1.0212240933684475	8.654595788379186e-7	7.848536317903513e-6	Ser7
FBgn0019952	123.29596415467937	-0.534674566651166	0.0016580677016211076	0.00693073348355574	Orct
FBgn0019990	1365.1660781115706	0.5763851423241069	9.780587758978561e-22	5.189996227284487e-20	Gcn2
FBgn0020257	149.8183995205156	-0.9768521304130229	1.5270612200434832e-9	2.2620022309904196e-8	Ppa
FBgn0020299	675.1675816859739	-0.5409384984469723	7.312406135607114e-12	1.5026255407430294e-10	stumps
FBgn0020377	283.3085501061549	-1.3637927783331627	1.0411635394961625e-25	7.018823391511631e-24	Sr-CII
FBgn0020385	865.7217367708307	-0.6768415366932119	4.791161904749922e-14	1.3079674018070397e-12	pug
FBgn0020415	346.01693718614837	-0.5154230918471923	3.3351192672333933e-6	2.653036175674583e-5	Idgf2
FBgn0020616	376.9525662624757	1.5393150584787014	3.3345403714878113e-47	5.874570923795793e-45	SA
FBgn0020762	617.2285680023484	0.5326724178627604	6.080605805054982e-11	1.0916174524754277e-9	Atet
FBgn0020912	92.16552749082217	-2.4014870291286066	1.228558643729256e-25	8.198457252320536e-24	Ptx1
FBgn0022160	228.2673162702205	-0.5226414797605484	2.904204198845574e-5	1.9034350237771114e-4	Gpo1
FBgn0022355	37199.93961886121	2.868230957768411	1.0543311002006971e-92	7.739376014973228e-90	Tsf1
FBgn0022359	216.75995050775518	-0.9398683799503877	5.094131926132392e-9	6.946208992774748e-8	Sodh-2
FBgn0022710	293.8910864454365	-0.5349264920484137	7.54873649655563e-6	5.590888751624974e-5	Ac13E
FBgn0022774	218.0232547390475	-0.5410684834508451	2.8915521866852544e-5	1.8970247786828334e-4	Oat
FBgn0022800	32.87744150503841	-1.3113349339182074	1.0775747582162863e-4	6.141817330997108e-4	Cad96Ca
FBgn0022984	1442.4045299862394	0.5761327473620247	2.831654577447546e-20	1.3220725064245381e-18	qkr58E-3
FBgn0023091	31.231175178645486	-1.44209451146023	8.285262091074419e-5	4.867637528206594e-4	dimm
FBgn0023095	806.232030047449	-0.5570023633475337	1.0374620021664627e-13	2.6773409052002875e-12	caps
FBgn0023171	594.9411074949791	-0.6238743493416447	5.633017044984899e-11	1.0167903581336813e-9	rnh1
FBgn0023496	48.45030624934409	2.1068612764467693	1.1803951224813165e-11	2.3702979868306435e-10	Lip1
FBgn0023540	123.71160424225161	-0.606588275604509	5.075550006207416e-4	0.0024307083085182524	CG3630
FBgn0024230	584.8127077123669	0.5282490820330863	1.1362494550091373e-10	1.978032154023153e-9	Hs2st
FBgn0024238	1408.9177993569165	-0.539186419156478	1.6029878681563004e-16	5.588464037453615e-15	Fim
FBgn0024244	157.68247777190206	2.751104106694182	1.003031300332377e-48	1.9207322567089418e-46	drm
FBgn0024288	306.9901420664315	-0.9572497516698195	2.6016574966095355e-17	9.73815878263507e-16	Sox100B
FBgn0024315	1520.0826527885438	-0.8525494389074069	6.752244764663924e-34	6.862877698115725e-32	Picot
FBgn0024836	216.2085275948062	-0.5338165720119393	8.713701192058052e-5	5.085429940400311e-4	stan
FBgn0024841	681.37869722809	0.7810587092746704	3.280378301339638e-23	1.926383933137806e-21	Pcd
FBgn0024941	67.78404950189962	0.6755697243151922	0.002374399609066347	0.009449681335720977	RSG7
FBgn0024944	155.20137681344684	-1.003967211649231	1.9782954981402027e-10	3.312955439407668e-9	Oamb
FBgn0024989	108.19485665411027	-0.6581746352514211	5.187929941498921e-4	0.0024800332242049653	CG3777
FBgn0025185	156.6112972762014	-0.6765593082505525	1.7604512439950553e-5	1.2172078643069946e-4	az2
FBgn0025632	87.14682030102743	-0.7475681132060945	2.3473155326896638e-4	0.0012297811313809884	CG4313
FBgn0025680	218.22156735709177	-0.7737165510133307	1.770521299615382e-8	2.1822665981173546e-7	cry
FBgn0025692	161.11263311814108	-0.785965867721364	1.4286570174839064e-7	1.5053305559820458e-6	Lfg
FBgn0025709	10.818261441881583	-2.4449078237228856	2.30912679102483e-4	0.0012121768887489502	CNT2
FBgn0025807	127.84150558751787	0.8763667218997921	1.2331596469693436e-7	1.3161339592411903e-6	Rad9
FBgn0025814	266.8973491287696	-0.5805725549701208	1.6468902877045242e-6	1.3984808079331541e-5	Mgstl
FBgn0026077	84.85648830408452	-1.8972967377319532	8.149958942687553e-18	3.2337960213132326e-16	Gasp
FBgn0026197	67.43371279975189	-1.2764779384468419	4.2072256118547454e-7	4.069551391613233e-6	lncRNA:noe
FBgn0026255	274.38796169128136	0.5221207860982352	9.520249165537797e-6	6.94594435252628e-5	clumsy
FBgn0026314	60.82938939987678	-0.7713489078399188	0.0014414016429941973	0.0061140417042960925	Ugt35B1
FBgn0026315	41.76907042468567	-1.4773075907536795	1.6954912258335555e-6	1.4351393700793575e-5	Ugt35A1
FBgn0026438	51.698535724367694	-1.028874344060537	1.3320265679955763e-4	7.421224345588678e-4	Eaat2
FBgn0026562	326.51742818470166	-0.5524663097750993	2.65679696569638e-7	2.6594135081625962e-6	SPARC
FBgn0026722	267.6269323342223	0.808162499879424	1.0548973218792507e-10	1.8412626570661216e-9	drosha
FBgn0026754	18.46394160582444	-2.3660794788831527	2.6206624567679615e-6	2.1243443583604337e-5	Ugt37C1
FBgn0027073	74.33213503712282	-1.825305855826157	4.562808781262625e-14	1.2507965233780718e-12	Ugt49B1
FBgn0027080	505.42494287512267	0.6077602402719131	5.870082804779001e-12	1.221439434638503e-10	TyrRS
FBgn0027108	534.7845726221525	-0.5330743093648783	7.97744047620223e-9	1.0488151344483589e-7	Inx2
FBgn0027280	962.6010482694969	-0.5507864678898563	4.1292654146024766e-15	1.268836835421919e-13	orion
FBgn0027527	180.6989701172994	-0.6211817377914925	1.0259957255238394e-5	7.407913399642891e-5	Osi6
FBgn0027556	1245.1165149779833	-0.662438751242908	7.433159595553934e-16	2.4431427297525903e-14	CG4928
FBgn0027560	694.2773599370759	-0.892469674376422	1.6565366826973713e-20	7.930369271188539e-19	Tps1
FBgn0027570	793.6360708720462	-0.6383290950873594	1.0698887587894158e-17	4.157776520554279e-16	Nep2
FBgn0027584	388.3410511888655	5.289934815492382	1.6130974423680592e-68	6.458744395760353e-66	CG4757
FBgn0027589	68.46357493013151	-0.8313745591294642	2.004173723851444e-4	0.0010660687364432019	CG1688
FBgn0027590	1008.2021604505321	-0.5098656846087338	4.63656537778098e-14	1.2683838164931694e-12	GstE12
FBgn0027611	1143.8999978911925	-0.5936892735667083	1.5929752310754893e-17	6.065700786224911e-16	LManII
FBgn0027654	70.10764960704923	-1.2712739250449367	4.1415491269670696e-7	4.01484142440322e-6	jdp
FBgn0027660	644.4694496077851	-0.5570786743806644	2.7258211222021224e-11	5.189664911766087e-10	blot
FBgn0027790	11.831739289688139	-1.7812243089782973	0.00233217121606711	0.00930137694708244	GV1
FBgn0027791	122.89903461477608	-0.5315011866370388	0.0019688856668428393	0.008051651598884072	O-fut2
FBgn0027843	484.8897302008222	-0.5535891465621777	3.42028515856513e-8	4.002854543854833e-7	CAH2
FBgn0027844	304.99989255419274	-0.5565539298926102	9.963034271066452e-7	8.864752311353605e-6	CAH1
FBgn0028369	448.13900418780855	-0.5091607900290268	2.9854478455569276e-8	3.534652543310366e-7	kirre
FBgn0028407	302.1801859296209	-0.6471749781253994	1.3778038129401804e-8	1.7371108569063552e-7	Drep3
FBgn0028410	695.9299620518715	0.6266627743430419	1.5003733574060843e-15	4.776971848531709e-14	Pk34A
FBgn0028482	188.89251609137514	0.5389921226352662	8.655317859408177e-5	5.05358881468671e-4	bdl
FBgn0028534	90.61141788336359	3.886625994705919	5.730222258956431e-39	7.350818126950614e-37	CG7916
FBgn0028543	140.03568766551794	0.7665163634525661	3.232091410568926e-5	2.1047621393714743e-4	NimB2
FBgn0028646	248.4950124278465	-0.8494829056550411	9.441534833112834e-12	1.9133588918699367e-10	aralar1
FBgn0028647	926.0918551610202	0.6239634603477486	2.9390800552797948e-15	9.073379619255123e-14	CG11902
FBgn0028699	23.019646812655907	-1.606933719541028	7.814949698778467e-5	4.6221544480734057e-4	Rh50
FBgn0028897	354.67693758499826	0.7854109401307898	1.3971099400354926e-14	4.021789463548794e-13	CG4935
FBgn0028931	299.3229829398773	1.5716025015087045	1.6928960567844522e-38	2.1507918844512467e-36	CG16863
FBgn0028990	265.9232063202782	2.225424340746376	2.683709102578297e-57	7.091969674473407e-55	Spn27A
FBgn0028996	26.578994577129354	1.1562328525518304	0.002398494243175155	0.00953121937896942	onecut
FBgn0029092	794.7625631277219	-0.6741683423928145	4.2113859493698844e-16	1.4267959627954943e-14	ced-6
FBgn0029105	185.0907535381165	1.4619160125961623	1.9739971144175982e-22	1.0867676613666552e-20	alpha-Catr
FBgn0029147	189.13142111844516	-0.8108827011251407	5.893819459661415e-9	7.946432298010845e-8	NtR
FBgn0029167	1312.8048522121937	-0.6045363026750221	2.4088874785788577e-16	8.31034732492492e-15	Hml
FBgn0029170	279.85459636423656	1.2520320242480518	4.500798107922664e-25	2.872900743960491e-23	TwdlT
FBgn0029535	69.27788823246358	-0.7447880411838964	0.0010018467528070724	0.004430187799477861	CG14635
FBgn0029648	332.6116764558833	-0.9155607635695938	7.369138411285144e-15	2.2079008124333473e-13	CG3603
FBgn0029761	186.13003254485014	-0.7563390592333972	1.9198466181662676e-7	1.9771577058324937e-6	SK
FBgn0029831	263.2980851529764	-0.7043644293778113	5.330873554378888e-7	5.034798589993442e-6	CG5966
FBgn0029843	481.7355052616486	-0.5344591365149433	2.606982853334865e-8	3.1314604037375975e-7	Nep1
FBgn0029866	75.6522048788155	-1.0544895235572718	3.469589361539882e-6	2.7495922204366078e-5	CG3842
FBgn0029881	2544.798177357155	-0.5414945046382161	4.404119303418753e-27	3.1544741460191654e-25	pigs
FBgn0029896	408.665424461639	-0.5082155159266266	3.84349939651971e-6	3.0192721478130164e-5	CG3168
FBgn0029898	247.23001575029718	0.9080696767369786	2.448046106570745e-13	6.068674147489541e-12	CG14439
FBgn0029932	293.44306764576623	-0.9977385527018686	5.996979998425856e-16	1.9909069527437394e-14	CG4607
FBgn0030027	90.81316323685498	-0.9829642532301853	1.2365725642818559e-6	1.0763394790419079e-5	CG1632
FBgn0030040	822.5767669986411	-0.5574285785084082	1.931112178075791e-12	4.259730418850655e-11	CG15347
FBgn0030050	2222.0394217246217	-0.9081081592168172	1.6656988204807525e-13	4.2081985688359815e-12	CG12111
FBgn0030051	73.5207314472021	1.4232551610606448	2.615033781381091e-10	4.3244607451049255e-9	spirit
