Name	Mean	LogFC	pValue	p.Adj	diffexpressed
CG30398	617.7866629631934	0.6110377299534154	2.4230361249005863e-6	1.8153766731853217e-4	NO
CG31053	57.103352924578274	-5.819060672318905	8.76645240167938e-11	1.5459975981607804e-8	DOWN
CG31296	264.17950905257464	0.7540509776735936	1.7599598969930727e-5	0.0010296607599168152	NO
CG31300	133.35263767293176	-1.2330534149260657	1.5612849393295056e-6	1.2258225520228851e-4	DOWN
CG31601	2035.247356670347	0.8537256778827752	5.3643658369964585e-28	4.392266113535029e-25	NO
CG31815	898.796620921353	0.9309599564024107	1.1400279131105822e-16	4.083793739995814e-14	NO
CG31935	1015.7075306910741	0.7809859595391548	7.90690891739675e-16	2.6657910858858515e-13	NO
CG32006	371.30058825251194	0.6741245254990732	1.3280494177668067e-5	8.097569402053672e-4	NO
CG32121	467.6446430541246	1.1890822602961062	6.564402107563971e-17	2.4273464954518e-14	UP
CG32440	2454.164591279021	1.012208641370791	1.8434972841535678e-35	2.6415011710315436e-32	UP
CG3301	242.13107302454966	-0.7551040391873544	7.337534584664618e-5	0.0034052695928749196	NO
CG33259	36.90211260002922	-2.1118234025215807	4.4723073988532916e-5	0.0022485113909234775	DOWN
CG33281	209.8053056030833	-1.4242264239237499	3.043178563681843e-11	6.119992258857012e-9	DOWN
CG34049	773.8117323810675	-0.6692037529395722	7.694951565478836e-9	9.910924696076843e-7	NO
CG3544	323.07761246359667	0.7423039796434602	3.148287689858231e-6	2.2697372194242077e-4	NO
CG3609	283.3570619921688	0.7046817690080662	4.6954555369717755e-5	0.0023401742095785854	NO
CG3690	81.17163761794812	-2.789093072277813	1.6639669924481888e-13	4.652208203520387e-11	DOWN
CG42324	63.21118474231803	-1.4190040149273475	1.2409524785022758e-4	0.005347758744763754	DOWN
CG4238	523.9048376431788	0.6668497404232941	2.3438609647618794e-7	2.2769218846665614e-5	NO
CG42650	1224.5449225411355	0.9306592662222618	2.2744660787179002e-24	1.2415335552544425e-21	NO
CG43050	132.4971301808132	7.89107221121774	6.474971765784194e-20	2.854715436584008e-17	UP
CG43059	560.3349676924064	0.5835204109079246	3.511910202723833e-6	2.485001645297734e-4	NO
CG43110	293.15721402580203	1.9052229055095933	1.035090995025581e-27	7.910165383985491e-25	UP
CG43167	230.03602535468707	-1.1178371515355112	1.7243192057275788e-8	2.0806180058163407e-6	DOWN
CG43231	352.6285777347728	0.6813148892875666	1.7605645026929755e-5	0.0010296607599168152	NO
CG43333	30.94743515555296	2.532246521832998	9.37688608978357e-6	6.038609283549948e-4	UP
CG43449	1279.8866806797387	-0.6204691558028479	3.402859401065789e-11	6.725340916278818e-9	NO
CG43691	1288.7754575293527	1.106779786879	2.939143410730759e-35	3.743488990800744e-32	UP
CG43750	1921.8245068182518	-0.5244539322272209	3.548048799155726e-11	6.893437861817303e-9	NO
CG43795	88.01075320130414	5.5042268247647375	7.220685680981749e-11	1.3281763017034309e-8	UP
CG43800	455.9097168903133	-0.7767884035422401	7.723967151901419e-7	6.491968786646628e-5	NO
CG44037	89.78353457230581	-1.2317408705624198	9.85930481776148e-5	0.004346815812538455	DOWN
CG4467	20.311567278865116	-2.959902978261598	1.3772651430315466e-4	0.005720141425569064	DOWN
CG4686	3189.4618998415235	0.6968461629857688	3.2343994737514743e-26	2.1809365392713616e-23	NO
CG4716	200.15934962453775	-0.9110183620896163	3.0528857147297526e-5	0.001650718346601281	NO
CG5435	1405.0863829710438	0.5422604237335463	2.6024780886521343e-10	4.387089166208737e-8	NO
CG5543	228.62148127612164	1.377732395110073	4.339635273918394e-13	1.081418242281012e-10	UP
CG5550	24.143278915972047	-3.763987279889832	4.2549944105052905e-6	2.920658738180967e-4	DOWN
CG5727	369.53752291518725	0.6205486418950362	3.5394976286558e-5	0.0018358941772525534	NO
CG5850	1339.106405983341	-0.5536474935916628	5.847371725181422e-10	9.309503067465923e-8	NO
CG5945	15.9957197798022	4.812880992439673	6.749584433999975e-6	4.4655307497725604e-4	UP
CG6675	413.306057646422	-0.6790561212798976	5.742014590222422e-6	3.8491645174105045e-4	NO
CG6841	283.362649940818	0.8584666628828375	5.018630286074894e-7	4.3914930510898104e-5	NO
CG6985	382.64797856035665	0.5623520915918632	1.3508256978580046e-4	0.005649818895483545	NO
CG7810	175.50802815162027	-0.8176179026430301	2.1460949840618784e-4	0.008424892740514148	NO
CG8249	55.51301077666204	1.5852812038259432	3.339296646756067e-5	0.0017579688866177377	UP
CG8252	1201.6575822459465	-0.5281921227353047	1.0753648049403892e-8	1.3398811694599652e-6	NO
CG8665	881.9437304624998	-1.1814364429957602	6.132794077633304e-26	3.905567695106142e-23	DOWN
CG8852	120.04869129127505	-1.4873723203404345	1.8268542132044317e-7	1.8865972834200363e-5	DOWN
CG9147	1372.4440627717006	0.7514072762329935	8.27630691978359e-18	3.2714243524648032e-15	NO
CG9265	335.5410261702001	0.6703702364797047	2.470692283601675e-5	0.001395150031868276	NO
CG9360	38.66464221288161	-2.268406848229955	3.253307878007178e-5	0.0017426480469904806	DOWN
CG9643	131.62115264709948	1.7781463934835093	1.917407391548998e-11	4.070229801727068e-9	UP
CG9825	95.9542565769269	8.014384118473389	2.9369382430397426e-14	9.098952183774208e-12	UP
Ca-alpha1D	590.9462858684482	0.6735695917229126	1.634648644516591e-7	1.7034524920085165e-5	NO
Chro	504.4106415876952	0.5145968364096632	7.536078563133397e-5	0.0034693200228593625	NO
Cortactin	783.1732236679651	-0.6457324555260616	3.8027403540203345e-9	5.448851584766887e-7	NO
Cpr51A	171.8990376633942	1.6686412010122704	4.7301377949851995e-14	1.3902966549721882e-11	UP
Cyp12b2	272.32212974263734	3.328881121042822	1.0976477126638381e-59	4.194111910088526e-56	UP
Cyp305a1	719.4477703991734	0.578341373710371	3.034127478672016e-7	2.850836335083387e-5	NO
Cyp310a1	282.21130246519823	1.7925187371411162	2.7932351971477506e-24	1.4554025029502119e-21	UP
Cyp4p3	144.7996157868855	-1.5045136681080067	1.3129673572941217e-9	1.9803348442976995e-7	DOWN
Cyp6d5	1062.3699685328759	-2.0439648583293017	3.135063677313902e-67	1.796861746652463e-63	DOWN
DIP-delta	135.80082613080248	-1.172518540795622	2.816215635409008e-6	2.0561961674327042e-4	DOWN
DNApol-alpha73	64.998522459356	2.091391404131061	7.19532004255641e-9	9.372722005434559e-7	UP
DNApol-epsilon255	206.95080912527715	1.2131863830173844	6.8713128681225474e-9	9.053547058309053e-7	UP
Der-1	2275.7293387772143	-0.9601301820544937	1.0989444611120433e-37	1.7996000511039076e-34	NO
Ect4	745.4992315357916	-0.7340314739395764	1.4867833421469755e-10	2.543730962840415e-8	NO
Fen1	158.25830688171865	1.309745166080953	7.971796346535982e-9	1.0153411280037995e-6	UP
Fic	258.52551745703	0.7587595726723153	5.912457721871955e-5	0.0028596836652243973	NO
Gcn2	426.41811225901927	1.0515617573122116	2.1763524253912442e-12	4.989505570451966e-10	UP
Gr28a	25.189628631949446	4.012734058564873	4.081428369498475e-8	4.6785413399561015e-6	UP
H15	41.33612316285269	2.413611215306828	1.9761470246913284e-7	2.0046525083218318e-5	UP
HGTX	157.70548540758625	0.9436174171228005	4.829755880247259e-5	0.0023863573989342385	NO
Hs2st	203.40331570561153	1.0378118526389677	2.1067310965129527e-7	2.1183735578357875e-5	UP
IA-2	806.3697061968053	-0.5164345359562769	2.3607836660663343e-6	1.792163123451549e-4	NO
IM1	12.261333696189883	7.471504422466388	3.978891109581845e-6	2.7810993164107734e-4	UP
Ir100a	57.7365853948299	-2.7214802348015352	1.4249966158234592e-9	2.1213943126213393e-7	DOWN
Lst	62.97384443009108	-2.470818565609808	4.779868947177122e-9	6.681907041645286e-7	DOWN
Mccc1	472.4350320297782	1.364391537875415	1.4845700862821158e-23	7.398968216979084e-21	UP
Mdr49	138.58001019276912	1.0872798827501402	7.17643200804255e-6	4.6740590970563493e-4	UP
Mst77Y-16Psi	30.009024626515863	-4.868565005042513	2.8875971522456455e-7	2.7355806740654408e-5	DOWN
OSCP1	14.368160147233151	3.5602159710292662	6.217239485980729e-5	0.0029695090094915455	UP
Obp56d	60.62482338120577	-1.4865553451175708	1.3092378128391999e-4	0.005537931014234593	DOWN
Obp56i	407.24703873062583	1.353363473793529	1.5700689170586326e-18	6.427749998658253e-16	UP
Orc4	242.0989936159923	0.903745782587017	1.8960637885670228e-6	1.458696591164012e-4	NO
Pcd	136.54085374212238	1.905302617909754	3.8231077847718916e-14	1.1532706457063208e-11	UP
Pp1-Y1	97.26601336149528	-8.192916486032093	1.9301894840471978e-8	2.304766880795107e-6	DOWN
Prx2540-1	206.71818417485122	1.120644167145125	3.8117892048091284e-8	4.413589864113842e-6	UP
Pvf2	185.4512598096424	-0.9490565601647738	2.5107343630117073e-5	0.0014108111766276078	NO
Rab19	429.2027929799848	-0.6734324904289509	2.7500658342200694e-6	2.0338067521073972e-4	NO
RhoGEF64C	48.14413308552246	-1.8266557740703446	3.307009027900085e-5	0.0017567809030401551	DOWN
RnpS1	636.8220428663086	-0.5087026793165852	1.8397911801719628e-5	0.0010651275908237984	NO
SP2353	122.09704223417114	3.5333181602467056	2.045417070216167e-30	1.9538846563239934e-27	UP
Samuel	439.4550755077371	0.58418427186973	2.808068499524569e-5	0.0015475427504831796	NO
Start1	164.15375760453992	-0.9741048482332685	2.881357971663231e-5	0.0015728098299607437	NO
TBC1D16	80.48264173737961	-1.70788148937148	3.6794687994145903e-7	3.401431519974955e-5	DOWN
Tig	128.21467725663615	1.283737194721233	4.709201892116465e-7	4.152429329948541e-5	UP
TpnC4	28.4991204895355	2.486159104840151	1.6669899341200435e-5	9.900883738247698e-4	UP
TwdlW	23.138409867342943	-7.568931286870262	8.036971250657366e-7	6.627899384624848e-5	DOWN
Ugt36Bc	58.40042906433935	-1.669379590675367	3.7286353293974007e-5	0.0019252858910307389	DOWN
Ugt86Da	188.24948352501292	-0.858489236857854	6.36437240787524e-5	0.003014661194689003	NO
Ugt86Di	13.956883839563583	3.2485238010646253	1.8446631835971762e-4	0.007419429499499801	UP
Vps52	586.0613703567914	0.5064379642784814	3.0019448366866108e-5	0.0016308669982435366	NO
ZnT49B	285.3628966721874	0.6455782360174405	1.2583039345302993e-4	0.005382066418477918	NO
a	237.04396999690897	1.16476279003569	3.268252875179193e-10	5.35199752973987e-8	UP
aru	318.0055374055233	1.9536469048882383	2.2666754252263474e-29	1.9986846461053553e-26	UP
asRNA:CR30267	48.165724426317695	1.9040725417922029	5.525869194677527e-6	3.726061092858146e-4	UP
asRNA:CR43430	373.3899860162768	1.3587525424514726	2.3164058134062603e-19	9.834429570028134e-17	UP
asRNA:CR43463	215.1087301613656	0.7695759897191676	7.267095815415483e-5	0.0033862894037442145	NO
asRNA:CR44287	136.4751631448788	0.9537456894146491	9.393642712583268e-5	0.004157502950360695	NO
asRNA:CR45257	41.488425362050265	-2.4739725970635544	2.4079881980592824e-6	1.8153766731853217e-4	DOWN
asRNA:CR45271	238.59056855881494	-1.1757351439660058	8.111311212224927e-10	1.2397328056764578e-7	DOWN
asRNA:CR45890	24.600807324623705	2.603180760801295	2.0456256666972573e-5	0.0011783420611734	UP
asRNA:CR45970	103.28365728310297	1.3145532640549014	3.300662253926984e-6	2.3544268726924996e-4	UP
asRNA:CR46089	51.27871175785917	2.4712647224273554	1.6993018234042778e-8	2.0722443406045996e-6	UP
asRNA:CR46138	121.5991168473468	1.2398718288005242	2.8113647293021703e-6	2.0561961674327042e-4	UP
bon	414.445999762452	-0.5377249062761839	2.032434152850631e-4	0.008089511352127356	NO
brp	341.7789014934757	0.8347883783981187	1.1019675366834813e-7	1.1927141476977389e-5	NO
cathD	436.4213778221925	0.6204179275132862	3.3432540982523495e-5	0.0017579688866177377	NO
cype	205.19183898981782	0.7537088124369568	2.2734588531575102e-4	0.008834121638557471	NO
eEF1alpha2	233.2412751347481	-0.7753887366726678	4.4206999155947855e-5	0.00223235608513053	NO
fon	99.68749402062888	-1.2292142257965277	2.7606019900240086e-5	0.0015287333628814111	DOWN
fry	3040.939046243717	0.649771135688508	2.512050610416609e-20	1.1518254458882235e-17	NO
hng2	445.2305672193114	0.6890395428794097	7.75887397514253e-7	6.491968786646628e-5	NO
jef	330.7577686234663	-7.372002599744975	5.817926034717792e-34	6.669088613597005e-31	DOWN
kek1	292.584868719229	0.9310787187312441	3.5292294573116935e-8	4.128118088690199e-6	NO
lncRNA:CR40172	174.36461913887388	-1.2204864875847437	4.7696458383299944e-8	5.413311905423438e-6	DOWN
lncRNA:CR42844	261.90838890135456	1.035665866506795	6.222360748952473e-9	8.391402501793199e-7	UP
lncRNA:CR43304	243.8983577699903	0.938553531511228	2.7126792445899853e-7	2.5912868483945837e-5	NO
lncRNA:CR43605	310.71584514849815	0.6711296359647054	8.951196513685985e-5	0.003992512281571302	NO
lncRNA:CR43763	160.3116380266863	1.0896109361956274	1.2575487544877303e-6	1.0080616344540456e-4	UP
lncRNA:CR43807	98.86231055923969	1.844539833715263	3.0697325281374654e-10	5.0997599956579367e-8	UP
lncRNA:CR43826	71.062923956996	1.344257586168546	8.827182028751578e-5	0.003952577640452318	UP
lncRNA:CR43846	71.66837035958233	-1.962265096582022	2.2589529722528627e-7	2.2131946940969714e-5	DOWN
lncRNA:CR43881	74.3126661517632	1.2669455187198801	1.6521623241623487e-4	0.006692133117269612	UP
lncRNA:CR43990	71.83991362611903	1.4180408627249943	2.2520956746650835e-5	0.0012907886359342926	UP
lncRNA:CR44017	510.7710407672748	0.7305163988184279	2.0383070895715352e-8	2.4087746564699492e-6	NO
lncRNA:CR44178	623.6454976482144	0.5736655789661692	1.742291869140992e-5	0.0010294789534001645	NO
lncRNA:CR44214	171.55386984917516	1.0399728933552985	2.265870540046216e-6	1.731578266703318e-4	UP
lncRNA:CR44222	156.30438165395674	-0.852481675548618	2.4021786447185392e-4	0.00924032678000289	NO
lncRNA:CR44302	212.51253488738877	-0.8696711128760307	1.209381114478186e-5	7.493586873115378e-4	NO
lncRNA:CR44396	214.92880349734753	-1.0548298363928779	2.2123515750848616e-7	2.1862229401032558e-5	DOWN
lncRNA:CR44418	245.47109102018584	0.6905308120625812	1.4277419503995996e-4	0.005908377609180725	NO
lncRNA:CR44486	223.2849420054431	1.4142153978350798	2.338114250104441e-13	6.091319011124365e-11	UP
lncRNA:CR44491	25.740844074148796	3.1982181465409036	8.437502953550434e-7	6.859510379897066e-5	UP
lncRNA:CR44601	214.5847170954366	-1.6614356807610653	5.204472162915394e-13	1.2428930084062326e-10	DOWN
lncRNA:CR44603	19.58637065018853	-3.4445067084601373	6.183713967953839e-5	0.0029658541093997843	DOWN
lncRNA:CR44639	21.337167573059386	-2.8266350772988265	1.542581343419117e-4	0.006270429056600474	DOWN
lncRNA:CR44644	147.0554457794926	1.7461173840806326	4.768694320135576e-13	1.1630541062066831e-10	UP
lncRNA:CR44686	367.1624879423274	-1.7743167124157313	1.856353185224469e-27	1.3299610351392556e-24	DOWN
lncRNA:CR44732	31.51950646798211	-8.012628652840082	1.1445711137614491e-7	1.2261886614063075e-5	DOWN
lncRNA:CR44735	23.706573259719644	6.0106660619599825	2.5827804386413444e-7	2.4879337956424984e-5	UP
lncRNA:CR44824	203.26007376140802	0.8388797349395841	3.310343496961297e-5	0.0017567809030401551	NO
lncRNA:CR44846	154.3709468866721	-1.0238181906162473	1.659031913517973e-5	9.900883738247698e-4	DOWN
lncRNA:CR44848	39.98260396265502	-2.0835546822518385	3.4744434021279547e-5	0.0018103429417542156	DOWN
lncRNA:CR44943	173.9108784123181	0.7940511587684519	2.514457402646411e-4	0.009639874651015321	NO
lncRNA:CR44951	27.132749526101527	2.245114899350797	8.443149816631598e-5	0.0038186359905759055	UP
lncRNA:CR45035	100.6191403144455	1.5541446947462678	9.339103295527039e-8	1.0393605929769557e-5	UP
lncRNA:CR45188	258.27926616806275	-0.812531300507402	6.833759143217488e-6	4.476307489068689e-4	NO
lncRNA:CR45248	166.47780782163	-1.7387471060514879	3.174517626015617e-13	8.086554566003782e-11	DOWN
lncRNA:CR45316	59.62506377007009	-1.6687053134739145	2.5306765201455024e-5	0.0014150802414842874	DOWN
lncRNA:CR45317	12.299989164304566	7.475220538363847	4.160625031792553e-6	2.8730870324962667e-4	UP
lncRNA:CR45560	225.51879817246498	1.5671799996715317	1.750230845370815e-15	5.73225605156733e-13	UP
lncRNA:CR45573	18.900392894963126	4.679657078870698	1.0103501671718258e-6	8.156087300204676e-5	UP
lncRNA:CR45741	14.353492625888169	6.261728924580913	4.7302680225591744e-5	0.002347318716129689	UP
lncRNA:CR45958	261.2745458092513	-0.7381677056553688	4.003377952851201e-5	0.0020305628970589966	NO
lncRNA:CR45979	159.89971592041624	0.8621695028573855	1.4597016624361397e-4	0.005997333389428484	NO
lncRNA:CR45982	200.54368707097785	1.7841711792566237	9.979725656499604e-18	3.813253173348499e-15	UP
lncRNA:CR46007	241.29629147385364	-0.9840175454898286	7.525132702854114e-7	6.389673790579015e-5	NO
lncRNA:CR46088	60.41599960537616	8.332896142045655	4.135346432360069e-9	5.852281006684378e-7	UP
lncRNA:CR46110	15.01412159092559	3.240157460783527	1.2294471969621803e-4	0.0053181710259537635	UP
lncRNA:CR46111	126.66076805470412	1.5739121676240586	7.136674184879319e-10	1.1055094078550221e-7	UP
mAChR-B	52.884201079759904	-1.684118920627012	5.1056379273863516e-5	0.0024904650026225422	DOWN
mus308	492.6469910258644	-0.7611254632245207	1.6623485104752093e-8	2.0489785995244436e-6	NO
mv	722.701771641315	-0.6867910558269559	1.6543956609027474e-9	2.4313253155036146e-7	NO
ncm	1007.9617593141714	-0.6446567415641747	8.27261843343415e-11	1.4817035172258696e-8	NO
pbl	351.2746871546325	-0.5842682761215077	2.1859311623157094e-4	0.008551989390315692	NO
phyl	159.17704958502662	-2.8116354794214145	1.7438925478456373e-24	9.99512013797727e-22	DOWN
pip	75.49126121827229	2.3407368967666957	2.0635336512456324e-11	4.300779317132488e-9	UP
rgr	157.65331716105078	1.7430533257960148	5.3277996615933737e-14	1.526814188021121e-11	UP
sca	20.055940919714452	5.181334476235529	4.5950743664678544e-7	4.1475068868363e-5	UP
scaRNA:PsiU1-6	22.881716411752482	-2.9444094576221262	1.0532225448827497e-4	0.004625704993099985	DOWN
shn	1098.366689752655	-0.5109252366960979	4.6905349087441243e-7	4.152429329948541e-5	NO
side-II	95.77712331954156	-1.3163356386265395	1.3390512718215253e-5	8.106782358264253e-4	DOWN
snoRNA:Psi28S-1175b	66.49171203644111	1.51557776683056	1.3111528152932859e-5	8.03729664262403e-4	UP
snoRNA:Psi28S-2648	11.297575294399378	-6.529096158476374	6.152712819647578e-5	0.0029633843299000082	DOWN
timeout	270.5618936144386	-0.7200642366210027	5.609356783667918e-5	0.0027245786784400572	NO
tum	327.93718407895443	-0.8308971351290143	8.176747608902473e-7	6.695004131489218e-5	NO
tup	99.04125929976234	1.839320219094716	6.249903189952486e-10	9.814060310469226e-8	UP
twi	614.4548946708607	-0.5380258627678507	1.0609504137059817e-5	6.719157233321364e-4	NO
twz	356.63111666929865	-0.7390587869203517	2.7065807724299757e-6	2.0146451554782345e-4	NO
vir-1	728.7759838700148	0.5028872427368822	1.5156431543981075e-4	0.006204934813880538	NO
yl	46.80182156460517	1.5520700792624815	2.2879236643458384e-4	0.00886029356905282	UP
