"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","REACTOME pathway","R-DME-927802","Nonsense-Mediated Decay (NMD)","97","52","5.479","8.8733","3.149","1e-25","25","6.46e-23","6.46e-24","4.55351766997101e-23","RpL36,RpL22,sta,RpL35,RpL17,RpS6,RpS28b,RpL37a,RpS19a,RpS10b,RpLP1,RpS21,RpL15,RpL5,RpL38,RpL36A,RpS13,RpS2,RpL13,RpL7,RpL9,RpS26,RpL21,RpL31,RpS11,RpLP2,RpL18A,RpL11,RpS18,RpS16,RpL23,RpL19,RpL23A,RpL18,RpL14,RpS17,RpL10Ab,RpL26,RpLP0,RpL13A,RpS29,RpS20,RpS3,RpS27,RpL4,RpL32,RpL6,RpS3A,RpL30,RpS15Aa,RpL12,RpS14a","FBgn0002579,FBgn0015288,FBgn0003517,FBgn0029785,FBgn0029897,FBgn0261592,FBgn0030136,FBgn0030616,FBgn0010412,FBgn0285947,FBgn0002593,FBgn0015521,FBgn0028697,FBgn0064225,FBgn0040007,FBgn0031980,FBgn0010265,FBgn0004867,FBgn0011272,FBgn0005593,FBgn0015756,FBgn0261597,FBgn0032987,FBgn0285949,FBgn0033699,FBgn0003274,FBgn0010409,FBgn0013325,FBgn0010411,FBgn0034743,FBgn0010078,FBgn0285950,FBgn0026372,FBgn0035753,FBgn0017579,FBgn0005533,FBgn0036213,FBgn0036825,FBgn0000100,FBgn0037351,FBgn0261599,FBgn0019936,FBgn0002622,FBgn0039300,FBgn0003279,FBgn0002626,FBgn0039857,FBgn0017545,FBgn0086710,FBgn0010198,FBgn0034968,FBgn0004403"
"","REACTOME pathway","R-DME-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","84","52","5.479","10.2466","3.357","1e-25","25","6.46e-23","6.46e-24","4.55351766997101e-23","RpL36,RpL22,sta,RpL35,RpL17,RpS6,RpS28b,RpL37a,RpS19a,RpS10b,RpLP1,RpS21,RpL15,RpL5,RpL38,RpL36A,RpS13,RpS2,RpL13,RpL7,RpL9,RpS26,RpL21,RpL31,RpS11,RpLP2,RpL18A,RpL11,RpS18,RpS16,RpL23,RpL19,RpL23A,RpL18,RpL14,RpS17,RpL10Ab,RpL26,RpLP0,RpL13A,RpS29,RpS20,RpS3,RpS27,RpL4,RpL32,RpL6,RpS3A,RpL30,RpS15Aa,RpL12,RpS14a","FBgn0002579,FBgn0015288,FBgn0003517,FBgn0029785,FBgn0029897,FBgn0261592,FBgn0030136,FBgn0030616,FBgn0010412,FBgn0285947,FBgn0002593,FBgn0015521,FBgn0028697,FBgn0064225,FBgn0040007,FBgn0031980,FBgn0010265,FBgn0004867,FBgn0011272,FBgn0005593,FBgn0015756,FBgn0261597,FBgn0032987,FBgn0285949,FBgn0033699,FBgn0003274,FBgn0010409,FBgn0013325,FBgn0010411,FBgn0034743,FBgn0010078,FBgn0285950,FBgn0026372,FBgn0035753,FBgn0017579,FBgn0005533,FBgn0036213,FBgn0036825,FBgn0000100,FBgn0037351,FBgn0261599,FBgn0019936,FBgn0002622,FBgn0039300,FBgn0003279,FBgn0002626,FBgn0039857,FBgn0017545,FBgn0086710,FBgn0010198,FBgn0034968,FBgn0004403"
"","REACTOME pathway","R-DME-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","97","52","5.479","8.8733","3.149","1e-25","25","6.46e-23","6.46e-24","4.55351766997101e-23","RpL36,RpL22,sta,RpL35,RpL17,RpS6,RpS28b,RpL37a,RpS19a,RpS10b,RpLP1,RpS21,RpL15,RpL5,RpL38,RpL36A,RpS13,RpS2,RpL13,RpL7,RpL9,RpS26,RpL21,RpL31,RpS11,RpLP2,RpL18A,RpL11,RpS18,RpS16,RpL23,RpL19,RpL23A,RpL18,RpL14,RpS17,RpL10Ab,RpL26,RpLP0,RpL13A,RpS29,RpS20,RpS3,RpS27,RpL4,RpL32,RpL6,RpS3A,RpL30,RpS15Aa,RpL12,RpS14a","FBgn0002579,FBgn0015288,FBgn0003517,FBgn0029785,FBgn0029897,FBgn0261592,FBgn0030136,FBgn0030616,FBgn0010412,FBgn0285947,FBgn0002593,FBgn0015521,FBgn0028697,FBgn0064225,FBgn0040007,FBgn0031980,FBgn0010265,FBgn0004867,FBgn0011272,FBgn0005593,FBgn0015756,FBgn0261597,FBgn0032987,FBgn0285949,FBgn0033699,FBgn0003274,FBgn0010409,FBgn0013325,FBgn0010411,FBgn0034743,FBgn0010078,FBgn0285950,FBgn0026372,FBgn0035753,FBgn0017579,FBgn0005533,FBgn0036213,FBgn0036825,FBgn0000100,FBgn0037351,FBgn0261599,FBgn0019936,FBgn0002622,FBgn0039300,FBgn0003279,FBgn0002626,FBgn0039857,FBgn0017545,FBgn0086710,FBgn0010198,FBgn0034968,FBgn0004403"
"","REACTOME pathway","R-DME-168256","Immune System","848","51","5.374","0.9955","-0.007","0.535547515748538","0.271201990916303","1","0.873645694882716","1","antr,CG1572,Fer3HCH,Nepl3,Rpt6,IA-2,CG2964,CG3277,CG40045,Naprt,Agpat2,Ubc2,Idgf3,Rhau,Pgi,Prosalpha7,eEF1alpha1,PI31,Sin1,Ptp52F,Rap2l,Fatp3,betaTub60D,Prosalpha4T2,key,CG3829,CG13898,Pxn,Tie,eIF4E4,unc-13-4A,Snmp2,eIF4E5,Ubc4,bbg,sinah,CG1105,Prosbeta3,CG8132,betaTub85D,CG5863,cDIP,Rpn9,CG12069,eEF1alpha2,Spn43Aa,Gel,Spn55B,Jafrac2,CG41378,CG18747","FBgn0050488,FBgn0030309,FBgn0030449,FBgn0031678,FBgn0020369,FBgn0031294,FBgn0031462,FBgn0031518,FBgn0058045,FBgn0031589,FBgn0026718,FBgn0015320,FBgn0020414,FBgn0032883,FBgn0003074,FBgn0023175,FBgn0284245,FBgn0033669,FBgn0033935,FBgn0034085,FBgn0283666,FBgn0034999,FBgn0003888,FBgn0017556,FBgn0041205,FBgn0035091,FBgn0035161,FBgn0011828,FBgn0014073,FBgn0035709,FBgn0035756,FBgn0035815,FBgn0035823,FBgn0015321,FBgn0087007,FBgn0259794,FBgn0037465,FBgn0026380,FBgn0037687,FBgn0003889,FBgn0038507,FBgn0038865,FBgn0028691,FBgn0039796,FBgn0000557,FBgn0024294,FBgn0010225,FBgn0028983,FBgn0040308,FBgn0085638,FBgn0042104"
"","REACTOME pathway","R-DME-162582","Signal Transduction","873","45","4.742","0.8532","-0.229","0.887763799056283","0.0517025684688435","1","0.993189226552929","1","pen-2,sqh,RpS6,Ldsdh1,opm,Rpt6,Plc21C,CG17237,CG3277,CG8852,AkhR,Wnt4,salr,CG6180,ham,Ac3,Dgk,Prosalpha7,PI31,tum,Sin1,CG11807,GM130,Prosalpha4T2,key,Cdc37,CG10863,Tie,eIF4E4,lqf,eIF4E5,pbl,CG10298,alphaTub84D,mAChR-B,Prosbeta3,hyx,GATAe,CG5555,Rpn9,Miro,Ser,CG12069,mav,wit","FBgn0053198,FBgn0003514,FBgn0261592,FBgn0029994,FBgn0264389,FBgn0020369,FBgn0004611,FBgn0031410,FBgn0031518,FBgn0031548,FBgn0025595,FBgn0010453,FBgn0000287,FBgn0032453,FBgn0045852,FBgn0023416,FBgn0085390,FBgn0023175,FBgn0033669,FBgn0086356,FBgn0033935,FBgn0033996,FBgn0034697,FBgn0017556,FBgn0041205,FBgn0011573,FBgn0027552,FBgn0014073,FBgn0035709,FBgn0028582,FBgn0035823,FBgn0003041,FBgn0037432,FBgn0003885,FBgn0037546,FBgn0026380,FBgn0037657,FBgn0038391,FBgn0038686,FBgn0028691,FBgn0039140,FBgn0004197,FBgn0039796,FBgn0039914,FBgn0024179"
"","REACTOME pathway","R-DME-168249","Innate Immune System","650","40","4.215","1.0186","0.027","0.475553005723","0.322801069031432","1","0.843256063523149","1","antr,CG1572,Fer3HCH,Nepl3,Rpt6,IA-2,CG2964,Naprt,Agpat2,Idgf3,Rhau,Pgi,Prosalpha7,eEF1alpha1,PI31,Ptp52F,Rap2l,Fatp3,betaTub60D,Prosalpha4T2,key,CG3829,CG13898,Pxn,unc-13-4A,Snmp2,CG1105,Prosbeta3,CG8132,betaTub85D,CG5863,cDIP,Rpn9,CG12069,eEF1alpha2,Spn43Aa,Gel,Spn55B,Jafrac2,CG18747","FBgn0050488,FBgn0030309,FBgn0030449,FBgn0031678,FBgn0020369,FBgn0031294,FBgn0031462,FBgn0031589,FBgn0026718,FBgn0020414,FBgn0032883,FBgn0003074,FBgn0023175,FBgn0284245,FBgn0033669,FBgn0034085,FBgn0283666,FBgn0034999,FBgn0003888,FBgn0017556,FBgn0041205,FBgn0035091,FBgn0035161,FBgn0011828,FBgn0035756,FBgn0035815,FBgn0037465,FBgn0026380,FBgn0037687,FBgn0003889,FBgn0038507,FBgn0038865,FBgn0028691,FBgn0039796,FBgn0000557,FBgn0024294,FBgn0010225,FBgn0028983,FBgn0040308,FBgn0042104"
"","REACTOME pathway","R-DME-597592","Post-translational protein modification","693","39","4.11","0.9315","-0.102","0.703244855959105","0.152893435894715","1","0.948155096507368","1","Usp30,Rpt6,Der-1,CG40045,Pgant2,mmy,RpS2,Ubc2,CSN7,Prosalpha7,eEF1alpha1,PI31,Den1,Nup54,Usp20-33,GM130,eEF5,betaTub60D,Prosalpha4T2,key,FucTD,Mul1,Uch-L5,Ubc4,alphaSnap,alphaTub84D,Prosbeta3,hyx,betaTub85D,CG7265,GATAe,Rpn9,Miro,CG10000,eEF1alpha2,mav,Sec13,Spn43Aa,Spn55B","FBgn0029819,FBgn0020369,FBgn0267972,FBgn0058045,FBgn0031530,FBgn0259749,FBgn0004867,FBgn0015320,FBgn0028836,FBgn0023175,FBgn0284245,FBgn0033669,FBgn0033716,FBgn0033737,FBgn0033916,FBgn0034697,FBgn0285952,FBgn0003888,FBgn0017556,FBgn0041205,FBgn0035217,FBgn0035483,FBgn0011327,FBgn0015321,FBgn0250791,FBgn0003885,FBgn0026380,FBgn0037657,FBgn0003889,FBgn0038272,FBgn0038391,FBgn0028691,FBgn0039140,FBgn0039596,FBgn0000557,FBgn0039914,FBgn0024509,FBgn0024294,FBgn0028983"
"","REACTOME pathway","R-DME-6798695","Neutrophil degranulation","490","30","3.161","1.0134","0.019","0.497338328486563","0.303348069605956","1","0.843256063523149","1","antr,CG1572,Fer3HCH,Nepl3,IA-2,CG2964,Naprt,Agpat2,Idgf3,Pgi,eEF1alpha1,Ptp52F,Rap2l,Fatp3,betaTub60D,CG3829,CG13898,Pxn,unc-13-4A,Snmp2,CG8132,betaTub85D,CG5863,cDIP,Rpn9,eEF1alpha2,Spn43Aa,Gel,Spn55B,Jafrac2","FBgn0050488,FBgn0030309,FBgn0030449,FBgn0031678,FBgn0031294,FBgn0031462,FBgn0031589,FBgn0026718,FBgn0020414,FBgn0003074,FBgn0284245,FBgn0034085,FBgn0283666,FBgn0034999,FBgn0003888,FBgn0035091,FBgn0035161,FBgn0011828,FBgn0035756,FBgn0035815,FBgn0037687,FBgn0003889,FBgn0038507,FBgn0038865,FBgn0028691,FBgn0000557,FBgn0024294,FBgn0010225,FBgn0028983,FBgn0040308"
"","REACTOME pathway","R-DME-74160","Gene expression (Transcription)","618","29","3.056","0.7767","-0.365","0.940351933702327","0.0267095780385369","1","0.993189226552929","1","COX2,His3.3B,gce,COX6B,Rpt6,COX5BL,loqs,Cyt-c-d,Cyt-c-p,COX4,Pgi,prel,Prosalpha7,PI31,Nup54,GLS,levy,Prosalpha4T2,eyg,CG6888,COX7AL,Prosbeta3,hyx,svp,GATAe,Rpn9,mav,Sec13,Jafrac1","FBgn0013675,FBgn0004828,FBgn0261703,FBgn0031066,FBgn0020369,FBgn0031831,FBgn0032515,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0003074,FBgn0033413,FBgn0023175,FBgn0033669,FBgn0033737,FBgn0261625,FBgn0034877,FBgn0017556,FBgn0000625,FBgn0036490,FBgn0037579,FBgn0026380,FBgn0037657,FBgn0003651,FBgn0038391,FBgn0028691,FBgn0039914,FBgn0024509,FBgn0040309"
"","REACTOME pathway","R-DME-2262752","Cellular responses to stress","328","28","2.95","1.413","0.499","0.0410588844752439","1.38659285410881","1","0.557023533889119","1","COX2,eIF2alpha,COX6B,Rpt6,COX5BL,Ubc2,Cyt-c-d,Cyt-c-p,COX4,Prosalpha7,eEF1alpha1,PI31,Nup54,levy,betaTub60D,Prosalpha4T2,Mul1,Hsp23,CG6888,CG10565,alphaTub84D,COX7AL,Prosbeta3,betaTub85D,Rpn9,eEF1alpha2,Sec13,Jafrac1","FBgn0013675,FBgn0261609,FBgn0031066,FBgn0020369,FBgn0031831,FBgn0015320,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0023175,FBgn0284245,FBgn0033669,FBgn0033737,FBgn0034877,FBgn0003888,FBgn0017556,FBgn0035483,FBgn0001224,FBgn0036490,FBgn0037051,FBgn0003885,FBgn0037579,FBgn0026380,FBgn0003889,FBgn0028691,FBgn0000557,FBgn0024509,FBgn0040309"
"","REACTOME pathway","R-DME-8953897","Cellular responses to stimuli","328","28","2.95","1.413","0.499","0.0410588844752439","1.38659285410881","1","0.557023533889119","1","COX2,eIF2alpha,COX6B,Rpt6,COX5BL,Ubc2,Cyt-c-d,Cyt-c-p,COX4,Prosalpha7,eEF1alpha1,PI31,Nup54,levy,betaTub60D,Prosalpha4T2,Mul1,Hsp23,CG6888,CG10565,alphaTub84D,COX7AL,Prosbeta3,betaTub85D,Rpn9,eEF1alpha2,Sec13,Jafrac1","FBgn0013675,FBgn0261609,FBgn0031066,FBgn0020369,FBgn0031831,FBgn0015320,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0023175,FBgn0284245,FBgn0033669,FBgn0033737,FBgn0034877,FBgn0003888,FBgn0017556,FBgn0035483,FBgn0001224,FBgn0036490,FBgn0037051,FBgn0003885,FBgn0037579,FBgn0026380,FBgn0003889,FBgn0028691,FBgn0000557,FBgn0024509,FBgn0040309"
"","REACTOME pathway","R-DME-1428517","The citric acid (TCA) cycle and respiratory electron transport","153","27","2.845","2.921","1.546","4.37719791012253e-7","6.35880381680224","0.000282766984993915","0.000015303280571602","0.000107869595187792","COX2,ATP6,ND5,ND4,ND1,COX6B,COX5BL,ND-B22,Cyt-c-d,Cyt-c-p,COX4,levy,ND-19,ATPsynB,ND-13B,UQCR-C2,tzn,COX7AL,Mdh2,ATPsynCF6,SdhD,CIA30,CG7834,ND-23,ND-PDSW,ATPsynG,ND-SGDH","FBgn0013675,FBgn0013672,FBgn0013684,FBgn0262952,FBgn0013679,FBgn0031066,FBgn0031831,FBgn0032511,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0034877,FBgn0035046,FBgn0019644,FBgn0047038,FBgn0250814,FBgn0037024,FBgn0037579,FBgn0262559,FBgn0016119,FBgn0039112,FBgn0039689,FBgn0039697,FBgn0017567,FBgn0021967,FBgn0010612,FBgn0011455"
"","REACTOME pathway","R-DME-382551","Transport of small molecules","438","27","2.845","1.0203","0.029","0.485626553419879","0.313697574633692","1","0.843256063523149","1","CG32847,Fer3HCH,sbm,eIF2alpha,Rip11,Rpt6,CG3164,Der-1,CG9664,Pex19,CG15279,CG8728,Prosalpha7,PI31,CG5348,Eglp1,Fatp3,Prosalpha4T2,CG14969,CG10960,CG7255,CG1213,Prosbeta3,glob1,Rpn9,CG11069,CG12069","FBgn0052847,FBgn0030449,FBgn0030574,FBgn0261609,FBgn0027335,FBgn0020369,FBgn0025683,FBgn0267972,FBgn0031515,FBgn0032407,FBgn0028886,FBgn0033235,FBgn0023175,FBgn0033669,FBgn0034156,FBgn0034882,FBgn0034999,FBgn0017556,FBgn0035440,FBgn0036316,FBgn0036493,FBgn0037387,FBgn0026380,FBgn0027657,FBgn0028691,FBgn0039244,FBgn0039796"
"","REACTOME pathway","R-DME-73857","RNA Polymerase II Transcription","537","26","2.74","0.8014","-0.319","0.902953237152001","0.0443347406861843","1","0.993189226552929","1","COX2,His3.3B,gce,COX6B,Rpt6,COX5BL,Cyt-c-d,Cyt-c-p,COX4,Pgi,prel,Prosalpha7,PI31,GLS,levy,Prosalpha4T2,eyg,CG6888,COX7AL,Prosbeta3,hyx,svp,GATAe,Rpn9,mav,Jafrac1","FBgn0013675,FBgn0004828,FBgn0261703,FBgn0031066,FBgn0020369,FBgn0031831,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0003074,FBgn0033413,FBgn0023175,FBgn0033669,FBgn0261625,FBgn0034877,FBgn0017556,FBgn0000625,FBgn0036490,FBgn0037579,FBgn0026380,FBgn0037657,FBgn0003651,FBgn0038391,FBgn0028691,FBgn0039914,FBgn0040309"
"","REACTOME pathway","R-DME-212436","Generic Transcription Pathway","441","25","2.634","0.9383","-0.092","0.659571921948938","0.180737840599059","1","0.937020734687268","1","COX2,His3.3B,gce,COX6B,Rpt6,COX5BL,Cyt-c-d,Cyt-c-p,COX4,Pgi,prel,Prosalpha7,PI31,GLS,levy,Prosalpha4T2,eyg,CG6888,COX7AL,Prosbeta3,svp,GATAe,Rpn9,mav,Jafrac1","FBgn0013675,FBgn0004828,FBgn0261703,FBgn0031066,FBgn0020369,FBgn0031831,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0003074,FBgn0033413,FBgn0023175,FBgn0033669,FBgn0261625,FBgn0034877,FBgn0017556,FBgn0000625,FBgn0036490,FBgn0037579,FBgn0026380,FBgn0003651,FBgn0038391,FBgn0028691,FBgn0039914,FBgn0040309"
"","REACTOME pathway","R-DME-72702","Ribosomal scanning and start codon recognition","58","24","2.529","6.8492","2.776","7.51656199469224e-15","14.1239807562366","4.85569904857119e-12","4.04641587380932e-13","2.85223315502197e-12","sta,RpS6,RpS28b,eIF2alpha,RpS19a,RpS10b,RpS21,RpS13,RpS2,RpS26,RpS11,eIF3m,RpS18,RpS16,eIF4E4,eIF4E5,RpS17,RpS29,RpS20,RpS3,RpS27,RpS3A,RpS15Aa,RpS14a","FBgn0003517,FBgn0261592,FBgn0030136,FBgn0261609,FBgn0010412,FBgn0285947,FBgn0015521,FBgn0010265,FBgn0004867,FBgn0261597,FBgn0033699,FBgn0033902,FBgn0010411,FBgn0034743,FBgn0035709,FBgn0035823,FBgn0005533,FBgn0261599,FBgn0019936,FBgn0002622,FBgn0039300,FBgn0017545,FBgn0010198,FBgn0004403"
"","REACTOME pathway","R-DME-72649","Translation initiation complex formation","59","24","2.529","6.7331","2.751","1.19544214604578e-14","13.9224714369142","7.72255626345575e-12","5.94042789496596e-13","4.18728225803657e-12","sta,RpS6,RpS28b,eIF2alpha,RpS19a,RpS10b,RpS21,RpS13,RpS2,RpS26,RpS11,eIF3m,RpS18,RpS16,eIF4E4,eIF4E5,RpS17,RpS29,RpS20,RpS3,RpS27,RpS3A,RpS15Aa,RpS14a","FBgn0003517,FBgn0261592,FBgn0030136,FBgn0261609,FBgn0010412,FBgn0285947,FBgn0015521,FBgn0010265,FBgn0004867,FBgn0261597,FBgn0033699,FBgn0033902,FBgn0010411,FBgn0034743,FBgn0035709,FBgn0035823,FBgn0005533,FBgn0261599,FBgn0019936,FBgn0002622,FBgn0039300,FBgn0017545,FBgn0010198,FBgn0004403"
"","REACTOME pathway","R-DME-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","60","24","2.529","6.6209","2.727","1.87976693848228e-14","13.7258959930797","1.21432944225955e-11","8.67378173042536e-13","6.11396569271883e-12","sta,RpS6,RpS28b,eIF2alpha,RpS19a,RpS10b,RpS21,RpS13,RpS2,RpS26,RpS11,eIF3m,RpS18,RpS16,eIF4E4,eIF4E5,RpS17,RpS29,RpS20,RpS3,RpS27,RpS3A,RpS15Aa,RpS14a","FBgn0003517,FBgn0261592,FBgn0030136,FBgn0261609,FBgn0010412,FBgn0285947,FBgn0015521,FBgn0010265,FBgn0004867,FBgn0261597,FBgn0033699,FBgn0033902,FBgn0010411,FBgn0034743,FBgn0035709,FBgn0035823,FBgn0005533,FBgn0261599,FBgn0019936,FBgn0002622,FBgn0039300,FBgn0017545,FBgn0010198,FBgn0004403"
"","REACTOME pathway","R-DME-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","109","24","2.529","3.6445","1.866","2.49893930180633e-8","7.60224429257732","0.0000161431478896689","0.0000010089467431043","0.00000711185266685009","COX2,ATP6,ND5,ND4,ND1,COX6B,COX5BL,ND-B22,Cyt-c-d,Cyt-c-p,COX4,levy,ND-19,ATPsynB,ND-13B,UQCR-C2,COX7AL,ATPsynCF6,CIA30,CG7834,ND-23,ND-PDSW,ATPsynG,ND-SGDH","FBgn0013675,FBgn0013672,FBgn0013684,FBgn0262952,FBgn0013679,FBgn0031066,FBgn0031831,FBgn0032511,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0034877,FBgn0035046,FBgn0019644,FBgn0047038,FBgn0250814,FBgn0037579,FBgn0016119,FBgn0039689,FBgn0039697,FBgn0017567,FBgn0021967,FBgn0010612,FBgn0011455"
"","REACTOME pathway","R-DME-72695","Formation of the ternary complex, and subsequently, the 43S complex","48","22","2.318","7.5864","2.923","7.34561835700476e-15","14.1339716392568","4.74526945862508e-12","4.04641587380932e-13","2.85223315502197e-12","sta,RpS6,RpS28b,eIF2alpha,RpS19a,RpS10b,RpS21,RpS13,RpS2,RpS26,RpS11,eIF3m,RpS18,RpS16,RpS17,RpS29,RpS20,RpS3,RpS27,RpS3A,RpS15Aa,RpS14a","FBgn0003517,FBgn0261592,FBgn0030136,FBgn0261609,FBgn0010412,FBgn0285947,FBgn0015521,FBgn0010265,FBgn0004867,FBgn0261597,FBgn0033699,FBgn0033902,FBgn0010411,FBgn0034743,FBgn0005533,FBgn0261599,FBgn0019936,FBgn0002622,FBgn0039300,FBgn0017545,FBgn0010198,FBgn0004403"
"","REACTOME pathway","R-DME-611105","Respiratory electron transport","92","20","2.107","3.5983","1.847","4.50096487400059e-7","6.34669437632774","0.000290762330860438","0.000015303280571602","0.000107869595187792","COX2,ND5,ND4,ND1,COX6B,COX5BL,ND-B22,Cyt-c-d,Cyt-c-p,COX4,levy,ND-19,ND-13B,UQCR-C2,COX7AL,CIA30,CG7834,ND-23,ND-PDSW,ND-SGDH","FBgn0013675,FBgn0013684,FBgn0262952,FBgn0013679,FBgn0031066,FBgn0031831,FBgn0032511,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0034877,FBgn0035046,FBgn0047038,FBgn0250814,FBgn0037579,FBgn0039689,FBgn0039697,FBgn0017567,FBgn0021967,FBgn0011455"
"","REACTOME pathway","R-DME-9711123","Cellular response to chemical stress","122","17","1.791","2.3064","1.206","0.00105048009331698","2.97861217309573","0.678610140282768","0.0308459154673986","0.217426348494166","COX2,COX6B,Rpt6,COX5BL,Cyt-c-d,Cyt-c-p,COX4,Prosalpha7,PI31,levy,Prosalpha4T2,Mul1,CG6888,COX7AL,Prosbeta3,Rpn9,Jafrac1","FBgn0013675,FBgn0031066,FBgn0020369,FBgn0031831,FBgn0086907,FBgn0284248,FBgn0032833,FBgn0023175,FBgn0033669,FBgn0034877,FBgn0017556,FBgn0035483,FBgn0036490,FBgn0037579,FBgn0026380,FBgn0028691,FBgn0040309"
"","REACTOME pathway","R-DME-1280218","Adaptive Immune System","303","17","1.791","0.9287","-0.107","0.659586128283234","0.180728486552981","1","0.937020734687268","1","Rpt6,CG40045,Ubc2,Prosalpha7,PI31,Sin1,Prosalpha4T2,key,CG3829,Snmp2,Ubc4,sinah,Prosbeta3,CG5863,Rpn9,CG12069,CG41378","FBgn0020369,FBgn0058045,FBgn0015320,FBgn0023175,FBgn0033669,FBgn0033935,FBgn0017556,FBgn0041205,FBgn0035091,FBgn0035815,FBgn0015321,FBgn0259794,FBgn0026380,FBgn0038507,FBgn0028691,FBgn0039796,FBgn0085638"
"","REACTOME pathway","R-DME-199991","Membrane Trafficking","385","17","1.791","0.7309","-0.452","0.933953671566868","0.029674666255863","1","0.993189226552929","1","CG9132,Pgant2,Snx1,TBC1D16,CSN7,tum,GM130,betaTub60D,key,lqf,alphaSnap,alphaTub84D,mAChR-B,betaTub85D,Sec13,Spn43Aa,Spn55B","FBgn0030791,FBgn0031530,FBgn0031534,FBgn0032249,FBgn0028836,FBgn0086356,FBgn0034697,FBgn0003888,FBgn0041205,FBgn0028582,FBgn0250791,FBgn0003885,FBgn0037546,FBgn0003889,FBgn0024509,FBgn0024294,FBgn0028983"
"","REACTOME pathway","R-DME-5653656","Vesicle-mediated transport","387","17","1.791","0.7271","-0.46","0.937066025330119","0.0282298078034514","1","0.993189226552929","1","CG9132,Pgant2,Snx1,TBC1D16,CSN7,tum,GM130,betaTub60D,key,lqf,alphaSnap,alphaTub84D,mAChR-B,betaTub85D,Sec13,Spn43Aa,Spn55B","FBgn0030791,FBgn0031530,FBgn0031534,FBgn0032249,FBgn0028836,FBgn0086356,FBgn0034697,FBgn0003888,FBgn0041205,FBgn0028582,FBgn0250791,FBgn0003885,FBgn0037546,FBgn0003889,FBgn0024509,FBgn0024294,FBgn0028983"
"","REACTOME pathway","R-DME-556833","Metabolism of lipids","447","17","1.791","0.6295","-0.668","0.987339920434097","0.00553330310168685","1","0.998184465119643","1","bwa,Ldsdh1,CG31141,Gpdh1,Acbp1,Agpat2,Mtpalpha,yip2,Lpin,Cyp4e2,GalT1,Drep1,Ugt49C1,Fatp3,CG10863,Spn43Aa,Spn55B","FBgn0045064,FBgn0029994,FBgn0051141,FBgn0001128,FBgn0031992,FBgn0026718,FBgn0028479,FBgn0040064,FBgn0263593,FBgn0014469,FBgn0053145,FBgn0024732,FBgn0034605,FBgn0034999,FBgn0027552,FBgn0024294,FBgn0028983"
"","REACTOME pathway","R-DME-109582","Hemostasis","273","16","1.686","0.9701","-0.044","0.587056143670943","0.231320362601607","1","0.911630453873628","1","His3.3B,CG3277,Dgk,tum,betaTub60D,CG3829,Cdc37,Tie,Snmp2,alphaTub84D,betaTub85D,GATAe,CG12069,mav,Spn43Aa,Spn55B","FBgn0004828,FBgn0031518,FBgn0085390,FBgn0086356,FBgn0003888,FBgn0035091,FBgn0011573,FBgn0014073,FBgn0035815,FBgn0003885,FBgn0003889,FBgn0038391,FBgn0039796,FBgn0039914,FBgn0024294,FBgn0028983"
"","REACTOME pathway","R-DME-5688426","Deubiquitination","159","14","1.475","1.4574","0.543","0.10063111243452","0.997267726341244","1","0.56041119510948","1","Usp30,Rpt6,Prosalpha7,PI31,Den1,Usp20-33,Prosalpha4T2,key,Mul1,Uch-L5,Prosbeta3,GATAe,Rpn9,Miro","FBgn0029819,FBgn0020369,FBgn0023175,FBgn0033669,FBgn0033716,FBgn0033916,FBgn0017556,FBgn0041205,FBgn0035483,FBgn0011327,FBgn0026380,FBgn0038391,FBgn0028691,FBgn0039140"
"","REACTOME pathway","R-DME-382556","ABC-family proteins mediated transport","96","13","1.37","2.2414","1.164","0.0050177089580231","2.29949453265677","1","0.135760161862998","0.956944730528306","CG32847,eIF2alpha,Rpt6,CG3164,Der-1,CG9664,Pex19,Prosalpha7,PI31,Prosalpha4T2,Prosbeta3,Rpn9,CG11069","FBgn0052847,FBgn0261609,FBgn0020369,FBgn0025683,FBgn0267972,FBgn0031515,FBgn0032407,FBgn0023175,FBgn0033669,FBgn0017556,FBgn0026380,FBgn0028691,FBgn0039244"
