"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","REACTOME pathway","R-DME-187577","SCF(Skp2)-mediated degradation of p27/p21","52","17","0.858","2.5923","1.374","0.000135065303214417","3.86945620210924","0.133984780788702","0.0108046272659713","0.0807909814896751","CG12096,Ubi-p5E,Prosalpha6,RpS27A,CycE,dap,Prosalpha3,Rpn8,CycA,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0010382,FBgn0010316,FBgn0261394,FBgn0002787,FBgn0000404,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692"
"","REACTOME pathway","R-DME-2555396","Mitotic Metaphase and Anaphase","98","26","1.312","2.1037","1.073","0.000146916027326534","3.83293082368021","0.145740699107922","0.0108046272659713","0.0807909814896751","CG12096,Ubi-p5E,Elys,Prosalpha6,RpS27A,Nup160,fzy,Nup75,Prosalpha3,Rpn8,Rcc1,Ist1,Rpn1,polo,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Nup133,Rpt5,Nup98-96,spas,ball,Rpn2,mr","FBgn0030457,FBgn0086558,FBgn0031052,FBgn0250843,FBgn0003942,FBgn0262647,FBgn0001086,FBgn0034310,FBgn0261394,FBgn0002787,FBgn0002638,FBgn0035715,FBgn0028695,FBgn0003124,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0039004,FBgn0028684,FBgn0039120,FBgn0039141,FBgn0027889,FBgn0028692,FBgn0002791"
"","REACTOME pathway","R-DME-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","67","20","1.01","2.367","1.243","0.000149378369304435","3.82571228586631","0.148183342349999","0.0108046272659713","0.0807909814896751","CG12096,Ubi-p5E,Prosalpha6,RpS27A,fzy,BubR1,Prosalpha3,CycB,Rpn8,mad2,CycA,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2,mr","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0001086,FBgn0263855,FBgn0261394,FBgn0000405,FBgn0002787,FBgn0035640,FBgn0000404,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692,FBgn0002791"
"","REACTOME pathway","R-DME-597592","Post-translational protein modification","693","120","6.058","1.373","0.457","0.000154638977389682","3.810681030911","0.153401865570565","0.0108046272659713","0.0807909814896751","N,ctp,CG2247,CG12096,Ubi-p5E,Tsf1,Pgant7,lwr,Charon,Slh,Hrs,CG18558,CG2983,Mad,CG17883,CG31776,CG9154,CG9175,smt3,Tep2,Tep3,alien,Prosalpha6,GATAd,RpS27A,aurB,Nup160,Tom70,kuz,CG15270,twe,cni,fws,Socs36E,Tep4,Nup50,Su(var)2-10,Rab32,Cog6,Uba1,PIG-N,CG7220,garz,Psc,Qsox1,Rpn13,Tsf3,Nup62,Arp53D,Nup75,CG9945,Prosalpha3,Rae1,stl,Rpn8,CG3894,scf,Pex10,PIG-Wb,CG8001,Bre1,CG34039,Rab19,CG32085,Dph1,CG11658,CycA,CG17173,zetaCOP,CG9951,CG9279,Rnf146,Rpn1,SCCRO4,Pex14,park,CG11247,Prosbeta7,Rab23,Rpn5,alphaTub84B,Scm,Spn85F,CG3909,Blm,aurA,Prosalpha2,mbo,pic,CG9588,Caf1-55,m-cup,EloB,Prosalpha4T1,wfs1,Nup133,Rpt5,Nup98-96,CG10694,puf,Saf-B,Hr96,Mco3,CG42813,Gp93,Gfat2,CG10011,Cul5,Rpn2,Nlp,Mgat2,Axn,CG42233,Rad23,Spn27A,nec,Spn88Ea,pont,dbo,CG41520","FBgn0004647,FBgn0011760,FBgn0030320,FBgn0030457,FBgn0086558,FBgn0022355,FBgn0030930,FBgn0010602,FBgn0031317,FBgn0264978,FBgn0031450,FBgn0031469,FBgn0031472,FBgn0011648,FBgn0040005,FBgn0051776,FBgn0031777,FBgn0031779,FBgn0264922,FBgn0041182,FBgn0041181,FBgn0013746,FBgn0250843,FBgn0032223,FBgn0003942,FBgn0024227,FBgn0262647,FBgn0032397,FBgn0259984,FBgn0028879,FBgn0002673,FBgn0000339,FBgn0024689,FBgn0041184,FBgn0041180,FBgn0033264,FBgn0003612,FBgn0002567,FBgn0033401,FBgn0023143,FBgn0033479,FBgn0033544,FBgn0264560,FBgn0005624,FBgn0033814,FBgn0033886,FBgn0034094,FBgn0034118,FBgn0011743,FBgn0034310,FBgn0034527,FBgn0261394,FBgn0034646,FBgn0086408,FBgn0002787,FBgn0035059,FBgn0025682,FBgn0035233,FBgn0035265,FBgn0035268,FBgn0086694,FBgn0054039,FBgn0015793,FBgn0052085,FBgn0036194,FBgn0036196,FBgn0000404,FBgn0036447,FBgn0040512,FBgn0036671,FBgn0036882,FBgn0036897,FBgn0028695,FBgn0036967,FBgn0037020,FBgn0041100,FBgn0037120,FBgn0250746,FBgn0037364,FBgn0028690,FBgn0003884,FBgn0003334,FBgn0037772,FBgn0027524,FBgn0002906,FBgn0000147,FBgn0086134,FBgn0026207,FBgn0260962,FBgn0038166,FBgn0263979,FBgn0038488,FBgn0023212,FBgn0265606,FBgn0039003,FBgn0039004,FBgn0028684,FBgn0039120,FBgn0039147,FBgn0039214,FBgn0039229,FBgn0015240,FBgn0039387,FBgn0261995,FBgn0039562,FBgn0039580,FBgn0039590,FBgn0039632,FBgn0028692,FBgn0016685,FBgn0039738,FBgn0026597,FBgn0250755,FBgn0026777,FBgn0028990,FBgn0002930,FBgn0028984,FBgn0040078,FBgn0040230,FBgn0087011"
"","REACTOME pathway","R-DME-4641257","Degradation of AXIN","48","16","0.808","2.6431","1.402","0.000163376420352388","3.78681062375097","0.162069408989569","0.0108046272659713","0.0807909814896751","CG12096,Ubi-p5E,Prosalpha6,RpS27A,Prosalpha3,Rpn8,Rnf146,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2,Axn","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0261394,FBgn0002787,FBgn0036897,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692,FBgn0026597"
"","REACTOME pathway","R-DME-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","54","17","0.858","2.4963","1.32","0.00022665520759258","3.64463429821244","0.224841965931839","0.01405262287074","0.10507768257837","CG12096,Ubi-p5E,Prosalpha6,RpS27A,pAbp,Prosalpha3,Rpn8,Rpn1,Prosbeta7,Rpn5,Prosalpha2,sqd,CG9588,Hsc70-4,Prosalpha4T1,Rpt5,Rpn2","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0265297,FBgn0261394,FBgn0002787,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0263396,FBgn0038166,FBgn0266599,FBgn0265606,FBgn0028684,FBgn0028692"
"","REACTOME pathway","R-DME-382556","ABC-family proteins mediated transport","96","25","1.262","2.0649","1.046","0.000267569893126692","3.57256275482248","0.265429333981679","0.0145282766681597","0.108634356603014","CG32581,CG12096,Ubi-p5E,CG1801,Atet,Prosalpha6,RpS27A,CG6766,MRP,Prosalpha3,Rpn8,Pex3,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG8141,CG9588,Der-2,Prosalpha4T1,Rpt5,Hrd3,Rpn2,l(2)03659,CG34308","FBgn0052581,FBgn0030457,FBgn0086558,FBgn0031171,FBgn0020762,FBgn0250843,FBgn0003942,FBgn0032398,FBgn0032456,FBgn0261394,FBgn0002787,FBgn0036484,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038125,FBgn0038166,FBgn0038438,FBgn0265606,FBgn0028684,FBgn0028475,FBgn0028692,FBgn0010549,FBgn0085337"
"","REACTOME pathway","R-DME-68882","Mitotic Anaphase","96","25","1.262","2.0649","1.046","0.000267569893126692","3.57256275482248","0.265429333981679","0.0145282766681597","0.108634356603014","CG12096,Ubi-p5E,Elys,Prosalpha6,RpS27A,Nup160,fzy,Nup75,Prosalpha3,Rpn8,Rcc1,Ist1,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Nup133,Rpt5,Nup98-96,spas,ball,Rpn2,mr","FBgn0030457,FBgn0086558,FBgn0031052,FBgn0250843,FBgn0003942,FBgn0262647,FBgn0001086,FBgn0034310,FBgn0261394,FBgn0002787,FBgn0002638,FBgn0035715,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0039004,FBgn0028684,FBgn0039120,FBgn0039141,FBgn0027889,FBgn0028692,FBgn0002791"
"","REACTOME pathway","R-DME-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","65","19","0.959","2.3178","1.213","0.000292908803793543","3.53326757477967","0.290565533363194","0.0145282766681597","0.108634356603014","CG12096,Ubi-p5E,Prosalpha6,RpS27A,aurB,fzy,Prosalpha3,Rpn8,Rpn1,polo,Prosbeta7,Rpn5,aurA,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2,mr","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0024227,FBgn0001086,FBgn0261394,FBgn0002787,FBgn0028695,FBgn0003124,FBgn0250746,FBgn0028690,FBgn0000147,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692,FBgn0002791"
"","REACTOME pathway","R-DME-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","65","19","0.959","2.3178","1.213","0.000292908803793543","3.53326757477967","0.290565533363194","0.0145282766681597","0.108634356603014","CG12096,Ubi-p5E,Prosalpha6,RpS27A,fzy,BubR1,Prosalpha3,Rpn8,mad2,CycA,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2,mr","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0001086,FBgn0263855,FBgn0261394,FBgn0002787,FBgn0035640,FBgn0000404,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692,FBgn0002791"
"","REACTOME pathway","R-DME-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","66","19","0.959","2.2827","1.191","0.000363336780965217","3.43969063582381","0.360430086717495","0.0152688894575473","0.114172246313182","CG12096,Ubi-p5E,Prosalpha6,RpS27A,fzy,BubR1,Prosalpha3,Rpn8,mad2,CycA,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2,mr","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0001086,FBgn0263855,FBgn0261394,FBgn0002787,FBgn0035640,FBgn0000404,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692,FBgn0002791"
"","REACTOME pathway","R-DME-1168372","Downstream signaling events of B Cell Receptor (BCR)","61","18","0.909","2.3398","1.226","0.000368810256405591","3.43319700996544","0.365859774354347","0.0152688894575473","0.114172246313182","CG12096,Ubi-p5E,Prosalpha6,RpS27A,cact,Fkbp12,Prosalpha3,Rpn8,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2,CanA1,IKKbeta","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0000250,FBgn0013954,FBgn0261394,FBgn0002787,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692,FBgn0010015,FBgn0024222"
"","REACTOME pathway","R-DME-69202","Cyclin E associated events during G1/S transition","61","18","0.909","2.3398","1.226","0.000368810256405591","3.43319700996544","0.365859774354347","0.0152688894575473","0.114172246313182","CG12096,Ubi-p5E,Prosalpha6,RpS27A,CycE,twe,dap,Prosalpha3,Rpn8,CycA,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0010382,FBgn0002673,FBgn0010316,FBgn0261394,FBgn0002787,FBgn0000404,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692"
"","REACTOME pathway","R-DME-4615885","SUMOylation of DNA replication proteins","37","13","0.656","2.786","1.478","0.000369408615908402","3.4324929795026","0.366453346981135","0.0152688894575473","0.114172246313182","lwr,smt3,aurB,Nup160,Nup50,Su(var)2-10,Nup62,Nup75,Rae1,aurA,mbo,Nup133,Nup98-96","FBgn0010602,FBgn0264922,FBgn0024227,FBgn0262647,FBgn0033264,FBgn0003612,FBgn0034118,FBgn0034310,FBgn0034646,FBgn0000147,FBgn0026207,FBgn0039004,FBgn0039120"
"","REACTOME pathway","R-DME-4641258","Degradation of DVL","47","15","0.757","2.5306","1.339","0.00044319802112962","3.35340218739155","0.439652436960583","0.0175219847868777","0.131019637580413","CG42797,CG12096,Ubi-p5E,Prosalpha6,RpS27A,Prosalpha3,Rpn8,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2","FBgn0261931,FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0261394,FBgn0002787,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692"
"","REACTOME pathway","R-DME-69656","Cyclin A:Cdk2-associated events at S phase entry","62","18","0.909","2.3021","1.203","0.000459245569010907","3.33795502525274","0.45557160445882","0.0175219847868777","0.131019637580413","CG12096,Ubi-p5E,Prosalpha6,RpS27A,CycE,twe,dap,Prosalpha3,Rpn8,CycA,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0010382,FBgn0002673,FBgn0010316,FBgn0261394,FBgn0002787,FBgn0000404,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692"
"","REACTOME pathway","R-DME-68877","Mitotic Prometaphase","17","8","0.404","3.7314","1.9","0.00053291790797162","3.27333968564653","0.528654564707847","0.0182524690510896","0.136481791823744","vtd,SA,barr,pds5,Cap-G,CycB,nudC,polo","FBgn0260987,FBgn0020616,FBgn0014127,FBgn0260012,FBgn0259876,FBgn0000405,FBgn0021768,FBgn0003124"
"","REACTOME pathway","R-DME-449147","Signaling by Interleukins","106","26","1.312","1.9449","0.96","0.0005594553463277","3.25223457154383","0.554979703557078","0.0182524690510896","0.136481791823744","Usp16-45,CG12096,Ubi-p5E,Snap25,Prosalpha6,RpS27A,cact,Prosalpha3,Rpn8,Cbl,JIL-1,Rpn1,Prosbeta7,Rpn5,Mkk4,Snap24,Prosalpha2,CG9588,wrd,Prosalpha4T1,Rpt5,ball,Gp93,Rpn2,Crk,IKKbeta","FBgn0029763,FBgn0030457,FBgn0086558,FBgn0011288,FBgn0250843,FBgn0003942,FBgn0000250,FBgn0261394,FBgn0002787,FBgn0020224,FBgn0020412,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0024326,FBgn0266720,FBgn0086134,FBgn0038166,FBgn0042693,FBgn0265606,FBgn0028684,FBgn0027889,FBgn0039562,FBgn0028692,FBgn0024811,FBgn0024222"
"","REACTOME pathway","R-DME-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","48","15","0.757","2.4779","1.309","0.00057038965784655","3.24382835759675","0.565826540583777","0.0182524690510896","0.136481791823744","CG12096,Ubi-p5E,Prosalpha6,RpS27A,twe,Prosalpha3,Rpn8,Rpn1,Prosbeta7,Rpn5,Prosalpha2,CG9588,Prosalpha4T1,Rpt5,Rpn2","FBgn0030457,FBgn0086558,FBgn0250843,FBgn0003942,FBgn0002673,FBgn0261394,FBgn0002787,FBgn0028695,FBgn0250746,FBgn0028690,FBgn0086134,FBgn0038166,FBgn0265606,FBgn0028684,FBgn0028692"
